Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",39.19,63.78,170.48,356.13
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,109.12,189.42,,766.92
Industrias manufactureras,150.15,155.18,195.38,238.7
Comercio al por mayor,17.51,24.15,29.6,24.27
Comercio al por menor,24.47,43.27,47.12,44.46
"Transportes, correos y almacenamiento",97.81,76.65,126.37,131.42
Información en medios masivos,364.14,1840.86,231.55,158.39
Servicios financieros y de seguros,16.84,83.5,54.58,50.64
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,264.63,243.2,234.09,169.73
"Servicios profesionales, científicos y técnicos",116.57,142.61,113.4,93.03
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",195.74,247.07,49.3,126.39
Servicios educativos,68.87,54.2,13.09,94.51
Servicios de salud y de asistencia social,53.0,76.63,89.85,74.73
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",37.51,120.25,156.3,99.88
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,26.54,45.38,54.96,42.79
Otros servicios excepto actividades gubernamentales,22.58,40.55,43.21,48.26
Total,100.0,100.0,100.0,100.0
