Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",12.191,42.363,59.42100000000001,77.607
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,632.724,617.993,581.556,641.929
Industrias manufactureras,1359.3149999999998,1471.76,2021.653,2137.1000000000004
Comercio al por mayor,914.831,1472.033,2925.205,4324.679
Comercio al por menor,1694.297,2430.731,5263.395,8179.692
"Transportes, correos y almacenamiento",868.255,959.071,1573.943,1413.323
Información en medios masivos,2309.653,378.87,252.003,257.06
Servicios financieros y de seguros,49.929,50.158,135.651,214.154
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,47.792,86.094,57.6,188.928
"Servicios profesionales, científicos y técnicos",166.257,125.473,210.618,356.21000000000004
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",124.71,372.866,458.427,370.507
Servicios educativos,140.789,346.219,469.764,561.039
Servicios de salud y de asistencia social,90.331,107.832,216.98,495.694
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",73.10000000000001,77.749,69.358,152.534
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,328.581,395.744,618.504,1608.788
Otros servicios excepto actividades gubernamentales,-46.472,246.293,320.529,728.54
Total,8766.283000000001,9181.249,15234.607000000002,21707.784
