Actividad económica,A211A_2008,A211A_2013,A211A_2018,A211A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.03,0.46,0.09,0.1
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,-2.33,-0.22,-0.35,-0.85
Industrias manufactureras,2.21,6.36,11.6,4.71
Comercio al por mayor,4.25,8.03,39.37,-7.32
Comercio al por menor,21.51,23.45,29.05,24.75
"Transportes, correos y almacenamiento",24.93,49.79,5.53,69.11
Información en medios masivos,41.43,1.53,1.92,0.26
Servicios financieros y de seguros,0.07,0.04,0.35,1.71
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.39,1.08,-0.15,0.3
"Servicios profesionales, científicos y técnicos",0.98,0.44,0.43,0.16
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",0.4,0.25,2.61,0.57
Servicios educativos,3.32,4.46,-1.71,0.51
Servicios de salud y de asistencia social,0.29,0.88,1.78,0.64
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.01,0.3,0.34,1.59
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.49,1.35,4.7,2.08
Otros servicios excepto actividades gubernamentales,1.03,1.8,4.44,1.68
Total,100.0,100.0,100.0,100.0
