Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",257.19,0.06,87.47,-4.9
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,343.73,1.04,,
Industrias manufactureras,391.52,0.22,7.39,87.46
Comercio al por mayor,2763.99,9.21,379.89,16.92
Comercio al por menor,835.82,0.07,179.7,32.79
"Transportes, correos y almacenamiento",254.61,0.98,-12.54,23.32
Información en medios masivos,297.71,,3.83,
Servicios financieros y de seguros,2921.22,1897.79,9976.93,968.1
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,778.37,3.98,-685.93,3.36
"Servicios profesionales, científicos y técnicos",169.88,5.98,193.65,178.6
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",6442.79,56.52,-3325.45,29.94
Servicios educativos,23.74,3.31,279.04,1.12
Servicios de salud y de asistencia social,790.13,17.53,295.21,25.35
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",13044.46,24.43,113.8,2.09
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3503.35,11.19,1215.22,281.5
Otros servicios excepto actividades gubernamentales,953.26,10.03,1443.97,97.48
Total,100.0,100.0,100.0,100.0
