Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",201.68,206.28,37.39,16.47
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,98.23,57.49,,19.62
Industrias manufactureras,50.82,44.4,38.54,32.86
Comercio al por mayor,810.22,511.12,370.06,518.21
Comercio al por menor,420.8,196.34,166.74,176.14
"Transportes, correos y almacenamiento",105.67,76.54,49.3,37.46
Información en medios masivos,38.01,30.38,88.78,225.3
Servicios financieros y de seguros,28420.13,2124.44,2211.3,2548.08
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,44.47,51.6,80.96,83.68
"Servicios profesionales, científicos y técnicos",120.17,86.16,189.1,182.26
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",86.86,64.46,338.74,132.7
Servicios educativos,226.5,152.7,661.35,101.44
Servicios de salud y de asistencia social,258.39,153.01,112.87,113.07
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",728.27,155.99,198.49,202.32
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,529.51,260.07,221.3,227.62
Otros servicios excepto actividades gubernamentales,650.83,238.51,192.56,160.69
Total,100.0,100.0,100.0,100.0
