Actividad económica,A211A_2008,A211A_2013,A211A_2018,A211A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.356,35.153,0.014,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,59.964,1.968,5.3500000000000005,3.301
Industrias manufactureras,916.671,802.605,873.595,821.066
Comercio al por mayor,111.273,61.415,453.406,-30.536
Comercio al por menor,253.932,-2025.509,335.33399999999995,478.619
"Transportes, correos y almacenamiento",160.677,46.293,39.352,293.629
Información en medios masivos,8.407,-2.2310000000000003,15.265,5.559
Servicios financieros y de seguros,1.338,0.994,2.408,2.087
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.0,9.936,7.204,23.941
"Servicios profesionales, científicos y técnicos",2.884,9.524,2.595,2.909
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",22.886000000000003,3.763,9.929,25.697
Servicios educativos,3.745,102.029,7.959,4.586
Servicios de salud y de asistencia social,12.493,29.973,26.934,20.891
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1.116,0.8500000000000001,0.646,12.943
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,13.839,26.226,41.792,16.303
Otros servicios excepto actividades gubernamentales,12.414,22.567000000000004,26.005000000000003,17.197
Total,1582.995,-874.444,1847.788,1698.1920000000002
