Actividad económica,A211A_2008,A211A_2013,A211A_2018,A211A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6.001,1.864,6.957,0.121
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,373.341
Construcción,48.114,69.62899999999999,29.348,23.878
Industrias manufactureras,1094.4,1444.7469999999998,9818.509,393.325
Comercio al por mayor,264.547,248.255,243.16000000000005,152.54199999999997
Comercio al por menor,425.392,353.84000000000003,466.238,1172.256
"Transportes, correos y almacenamiento",361.027,1087.157,582.609,436.484
Información en medios masivos,292.144,0.08,22.48,0.0
Servicios financieros y de seguros,18.499,1.036,12.895,15.868
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,12.197,20.358,26.416,34.43
"Servicios profesionales, científicos y técnicos",15.954999999999998,11.809,7.19,8.564
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",0.767,24.51,18.851,32.006
Servicios educativos,52.639,78.178,42.359,106.69
Servicios de salud y de asistencia social,21.78,27.682,23.644,50.346
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",8.51,20.548,21.92,25.474
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,32.811,41.057,52.926,36.067
Otros servicios excepto actividades gubernamentales,28.473,29.572,33.037,37.56
Total,2683.256,3460.321999999999,11408.539,2898.952
