Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",255.46,158.633,664.229,986.58
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,3285.788
Construcción,2418.96,2396.504,2231.214,3575.876
Industrias manufactureras,116644.708,145600.862,171155.532,133925.533
Comercio al por mayor,1518.9160000000002,1817.844,2255.987,3276.83
Comercio al por menor,2695.31,3070.393,4990.481,5378.601
"Transportes, correos y almacenamiento",1614.011,2798.457,4776.638,7811.099
Información en medios masivos,3438.182,16.046,499.998,0.0
Servicios financieros y de seguros,62.387,104.397,727.45,767.5
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,472.239,331.12,699.388,548.365
"Servicios profesionales, científicos y técnicos",493.992,454.111,577.6120000000001,441.979
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",341.88100000000003,717.406,1395.279,346.159
Servicios educativos,344.386,528.042,749.796,571.113
Servicios de salud y de asistencia social,266.895,439.489,969.865,1097.383
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",136.244,109.272,230.52,341.826
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1176.621,1393.276,2809.017,3733.539
Otros servicios excepto actividades gubernamentales,528.7719999999999,584.7470000000001,1077.298,1382.147
Total,132408.964,160520.599,195810.304,167470.31799999997
