Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",24.961,13.859,20.158,14.819
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,143.728,79.201,0.0,35.228
Industrias manufactureras,1766.1660000000002,2972.392,3605.976,3129.536
Comercio al por mayor,787.7269999999999,1009.325,1892.11,3003.2810000000004
Comercio al por menor,989.599,1096.107,2349.035,3345.1180000000004
"Transportes, correos y almacenamiento",174.612,523.8589999999999,496.481,725.656
Información en medios masivos,36.939,2.48,64.41,52.299
Servicios financieros y de seguros,41.216,26.624,99.893,130.084
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,12.118,14.042,22.899,43.635
"Servicios profesionales, científicos y técnicos",42.576,44.72,60.243,81.735
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",30.051,41.585,406.819,85.573
Servicios educativos,39.903,147.397,872.023,123.128
Servicios de salud y de asistencia social,43.11,57.241,99.524,206.887
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",19.531,13.537,11.605,30.630000000000003
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,315.469,322.16,523.344,1130.717
Otros servicios excepto actividades gubernamentales,191.689,224.818,384.149,451.954
Total,4659.395,6589.347,10908.669,12590.28
