Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6.949,6.133000000000001,6.286,4.087
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,98.274,43.756,0.0,20.466
Industrias manufactureras,1318.377,2464.634,2612.331,1870.802
Comercio al por mayor,290.177,279.072,434.984,637.448
Comercio al por menor,346.92,357.153,679.723,844.804
"Transportes, correos y almacenamiento",107.101,366.611,293.951,343.501
Información en medios masivos,20.007,1.156,27.953,21.841
Servicios financieros y de seguros,12.005,10.778,69.14,44.545
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,7.276,5.891,9.2,19.119
"Servicios profesionales, científicos y técnicos",12.961,14.922,18.739,25.091
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",14.557,42.61900000000001,207.227,25.601000000000003
Servicios educativos,9.764,27.251,471.657,42.766000000000005
Servicios de salud y de asistencia social,17.444,21.962,51.527,69.45500000000001
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",7.246,5.5680000000000005,6.141000000000001,13.011
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,168.659,190.281,305.278,592.08
Otros servicios excepto actividades gubernamentales,82.555,101.388,204.676,167.17700000000002
Total,2520.272,3939.175,5398.813000000001,4741.793999999999
