Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.0,0.0,0.0,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,3.33,1.69,2.69,3.68
Industrias manufactureras,34.79,37.71,42.16,46.78
Comercio al por mayor,6.61,5.24,6.49,4.62
Comercio al por menor,12.74,11.11,14.49,12.85
"Transportes, correos y almacenamiento",28.13,27.27,21.15,20.69
Información en medios masivos,0.0,1.18,0.0,0.68
Servicios financieros y de seguros,0.24,0.33,0.65,0.5
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2.0,1.01,0.48,0.71
"Servicios profesionales, científicos y técnicos",1.39,0.9,0.68,0.5
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2.18,2.28,2.1,0.62
Servicios educativos,1.09,2.05,0.85,0.72
Servicios de salud y de asistencia social,1.06,1.23,1.07,1.26
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.18,1.4,0.18,0.21
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4.36,4.27,4.36,4.2
Otros servicios excepto actividades gubernamentales,1.89,2.34,2.65,1.98
Total,100.0,100.0,100.0,100.0
