Actividad económica,A211A_2008,A211A_2013,A211A_2018,A211A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.0,0.0,0.0,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,6.239,-1.66,27.123,14.293
Industrias manufactureras,382.719,399.673,377.445,1089.834
Comercio al por mayor,81.312,43.589,220.63,7.579
Comercio al por menor,239.454,-2336.602,306.882,482.634
"Transportes, correos y almacenamiento",433.133,469.747,103.59,901.374
Información en medios masivos,0.0,1.636,0.0,0.79
Servicios financieros y de seguros,0.95,0.707,1.621,3.764
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.811,-3.013,12.034,14.764
"Servicios profesionales, científicos y técnicos",0.665,2.732,5.857,-4.994
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",5.787,15.94,10.485,45.468
Servicios educativos,4.099,17.337,1.002,13.342
Servicios de salud y de asistencia social,1.162,13.56,24.813,6.043
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.021,8.366,6.046,13.0
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,7.231,12.817,25.639,4.47
Otros servicios excepto actividades gubernamentales,1.995,5.846,26.006,12.729
Total,1166.5779999999995,-1349.3249999999998,1149.173,2605.09
