Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.0,0.0,0.0,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,2.05,1.39,2.11,1.94
Industrias manufactureras,39.78,36.78,42.83,47.1
Comercio al por mayor,7.59,7.06,8.94,5.46
Comercio al por menor,12.89,14.3,17.69,15.22
"Transportes, correos y almacenamiento",23.73,20.92,16.16,19.69
Información en medios masivos,0.0,1.22,0.0,0.57
Servicios financieros y de seguros,0.18,0.38,0.5,0.41
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.1,0.75,0.6,0.75
"Servicios profesionales, científicos y técnicos",1.65,0.97,0.78,0.54
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",3.05,3.75,2.41,0.67
Servicios educativos,1.38,3.29,1.07,0.89
Servicios de salud y de asistencia social,0.96,1.45,0.98,1.3
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.21,1.16,0.19,0.21
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.65,3.78,3.15,3.35
Otros servicios excepto actividades gubernamentales,1.78,2.8,2.58,1.9
Total,100.0,100.0,100.0,100.0
