Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.0,0.0,0.0,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,5.02,1.97,3.54,6.93
Industrias manufactureras,28.21,38.58,41.2,46.17
Comercio al por mayor,5.31,3.53,2.97,3.06
Comercio al por menor,12.55,8.13,9.89,8.43
"Transportes, correos y almacenamiento",33.94,33.19,28.32,22.56
Información en medios masivos,0.0,1.15,0.0,0.87
Servicios financieros y de seguros,0.32,0.29,0.87,0.66
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3.19,1.26,0.31,0.65
"Servicios profesionales, científicos y técnicos",1.05,0.83,0.52,0.43
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1.04,0.91,1.66,0.52
Servicios educativos,0.7,0.89,0.53,0.4
Servicios de salud y de asistencia social,1.2,1.02,1.2,1.19
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.14,1.63,0.16,0.2
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5.28,4.72,6.09,5.79
Otros servicios excepto actividades gubernamentales,2.03,1.9,2.76,2.14
Total,100.0,100.0,100.0,100.0
