Actividad económica,A211A_2008,A211A_2013,A211A_2018,A211A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.0,0.0,0.059,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,312.579,0.973,-32.876,16.225
Industrias manufactureras,883.62,882.0409999999999,1165.08,1670.941
Comercio al por mayor,123.028,43.352,259.618,134.31799999999998
Comercio al por menor,307.604,-2632.3520000000003,771.7080000000001,570.093
"Transportes, correos y almacenamiento",111.555,306.267,91.659,722.203
Información en medios masivos,23.234,-4.074,538.698,3.565
Servicios financieros y de seguros,0.2319999999999999,2.23,2.899,1.124
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,27.156,10.183,45.286,37.781
"Servicios profesionales, científicos y técnicos",42.919,13.238,23.83,-0.4279999999999999
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",-2.843,12.522,44.435,21.154000000000003
Servicios educativos,25.626,14.604,15.536,8.257
Servicios de salud y de asistencia social,26.1,9.053999999999998,28.607,65.115
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1.649,1.805,-1.39,14.36
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,12.153,13.817,44.124,29.268
Otros servicios excepto actividades gubernamentales,36.620000000000005,28.048,9.783,4.441
Total,1931.232,-1298.2920000000006,3007.056,3298.417
