Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.0,0.0,0.687,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,2867.4480000000003,1197.599,1871.634,1488.279
Industrias manufactureras,43357.057,34488.417,45523.728,44995.598
Comercio al por mayor,998.468,1290.923,1306.483,2132.285
Comercio al por menor,1987.266,2378.285,4228.786,5491.136
"Transportes, correos y almacenamiento",646.75,1668.397,2078.456,4507.023
Información en medios masivos,829.9,360.917,1982.779,653.394
Servicios financieros y de seguros,72.299,115.503,441.511,349.21500000000003
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,342.56,491.131,303.559,290.651
"Servicios profesionales, científicos y técnicos",757.585,1765.407,408.997,603.441
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",490.527,916.946,982.715,646.822
Servicios educativos,181.263,207.207,307.469,412.145
Servicios de salud y de asistencia social,252.25,261.161,506.193,1012.277
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",24.314,25.916,35.375,78.601
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1045.549,1263.602,1743.865,2740.651
Otros servicios excepto actividades gubernamentales,838.858,628.1759999999999,1182.808,1234.947
Total,54692.094000000005,47059.58699999999,62905.045,66636.46500000001
