Año Censal,Entidad,Municipio,Actividad económica,UE Unidades económicas
2003,28 Tamaulipas,023 Méndez,"Sector 54 Servicios profesionales, científicos y técnicos",1
2003,28 Tamaulipas,023 Méndez,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1
2003,28 Tamaulipas,023 Méndez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5
2003,28 Tamaulipas,023 Méndez,Sector 81 Otros servicios excepto actividades gubernamentales,14
2003,28 Tamaulipas,024 Mier,Total municipal,278
2003,28 Tamaulipas,024 Mier,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,024 Mier,Sector 23 Construcción,1
2003,28 Tamaulipas,024 Mier,Sector 31-33 Industrias manufactureras,21
2003,28 Tamaulipas,024 Mier,Sector 43 Comercio al por mayor,3
2003,28 Tamaulipas,024 Mier,Sector 46 Comercio al por menor,147
2003,28 Tamaulipas,024 Mier,Sector 51 Información en medios masivos,1
2003,28 Tamaulipas,024 Mier,Sector 52 Servicios financieros y de seguros,2
2003,28 Tamaulipas,024 Mier,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,6
2003,28 Tamaulipas,024 Mier,"Sector 54 Servicios profesionales, científicos y técnicos",7
2003,28 Tamaulipas,024 Mier,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2003,28 Tamaulipas,024 Mier,Sector 61 Servicios educativos,1
2003,28 Tamaulipas,024 Mier,Sector 62 Servicios de salud y de asistencia social,5
2003,28 Tamaulipas,024 Mier,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,34
2003,28 Tamaulipas,024 Mier,Sector 81 Otros servicios excepto actividades gubernamentales,48
2003,28 Tamaulipas,025 Miguel Alemán,Total municipal,1098
2003,28 Tamaulipas,025 Miguel Alemán,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",10
2003,28 Tamaulipas,025 Miguel Alemán,Sector 21 Minería,1
2003,28 Tamaulipas,025 Miguel Alemán,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,025 Miguel Alemán,Sector 23 Construcción,2
2003,28 Tamaulipas,025 Miguel Alemán,Sector 31-33 Industrias manufactureras,71
2003,28 Tamaulipas,025 Miguel Alemán,Sector 43 Comercio al por mayor,22
2003,28 Tamaulipas,025 Miguel Alemán,Sector 46 Comercio al por menor,505
2003,28 Tamaulipas,025 Miguel Alemán,"Sector 48-49 Transportes, correos y almacenamiento",18
2003,28 Tamaulipas,025 Miguel Alemán,Sector 51 Información en medios masivos,11
2003,28 Tamaulipas,025 Miguel Alemán,Sector 52 Servicios financieros y de seguros,13
2003,28 Tamaulipas,025 Miguel Alemán,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,23
2003,28 Tamaulipas,025 Miguel Alemán,"Sector 54 Servicios profesionales, científicos y técnicos",38
2003,28 Tamaulipas,025 Miguel Alemán,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",7
2003,28 Tamaulipas,025 Miguel Alemán,Sector 61 Servicios educativos,10
2003,28 Tamaulipas,025 Miguel Alemán,Sector 62 Servicios de salud y de asistencia social,81
2003,28 Tamaulipas,025 Miguel Alemán,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",5
2003,28 Tamaulipas,025 Miguel Alemán,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,86
2003,28 Tamaulipas,025 Miguel Alemán,Sector 81 Otros servicios excepto actividades gubernamentales,194
2003,28 Tamaulipas,026 Miquihuana,Total municipal,58
2003,28 Tamaulipas,026 Miquihuana,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,026 Miquihuana,Sector 31-33 Industrias manufactureras,6
2003,28 Tamaulipas,026 Miquihuana,Sector 43 Comercio al por mayor,1
2003,28 Tamaulipas,026 Miquihuana,Sector 46 Comercio al por menor,39
2003,28 Tamaulipas,026 Miquihuana,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2003,28 Tamaulipas,026 Miquihuana,Sector 62 Servicios de salud y de asistencia social,2
2003,28 Tamaulipas,026 Miquihuana,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,6
2003,28 Tamaulipas,026 Miquihuana,Sector 81 Otros servicios excepto actividades gubernamentales,2
2003,28 Tamaulipas,027 Nuevo Laredo,Total municipal,10748
2003,28 Tamaulipas,027 Nuevo Laredo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",3
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 21 Minería,4
2003,28 Tamaulipas,027 Nuevo Laredo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 23 Construcción,62
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 31-33 Industrias manufactureras,750
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 43 Comercio al por mayor,195
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 46 Comercio al por menor,4885
2003,28 Tamaulipas,027 Nuevo Laredo,"Sector 48-49 Transportes, correos y almacenamiento",531
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 51 Información en medios masivos,41
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 52 Servicios financieros y de seguros,82
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,202
2003,28 Tamaulipas,027 Nuevo Laredo,"Sector 54 Servicios profesionales, científicos y técnicos",250
2003,28 Tamaulipas,027 Nuevo Laredo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",79
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 61 Servicios educativos,85
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 62 Servicios de salud y de asistencia social,452
2003,28 Tamaulipas,027 Nuevo Laredo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",71
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1129
2003,28 Tamaulipas,027 Nuevo Laredo,Sector 81 Otros servicios excepto actividades gubernamentales,1926
2003,28 Tamaulipas,028 Nuevo Morelos,Total municipal,48
2003,28 Tamaulipas,028 Nuevo Morelos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,028 Nuevo Morelos,Sector 31-33 Industrias manufactureras,6
2003,28 Tamaulipas,028 Nuevo Morelos,Sector 46 Comercio al por menor,30
2003,28 Tamaulipas,028 Nuevo Morelos,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2
2003,28 Tamaulipas,028 Nuevo Morelos,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1
2003,28 Tamaulipas,028 Nuevo Morelos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5
2003,28 Tamaulipas,028 Nuevo Morelos,Sector 81 Otros servicios excepto actividades gubernamentales,3
2003,28 Tamaulipas,029 Ocampo,Total municipal,238
2003,28 Tamaulipas,029 Ocampo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,029 Ocampo,Sector 31-33 Industrias manufactureras,34
2003,28 Tamaulipas,029 Ocampo,Sector 43 Comercio al por mayor,7
2003,28 Tamaulipas,029 Ocampo,Sector 46 Comercio al por menor,130
2003,28 Tamaulipas,029 Ocampo,"Sector 48-49 Transportes, correos y almacenamiento",4
2003,28 Tamaulipas,029 Ocampo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1
2003,28 Tamaulipas,029 Ocampo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2
2003,28 Tamaulipas,029 Ocampo,Sector 62 Servicios de salud y de asistencia social,2
2003,28 Tamaulipas,029 Ocampo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,25
2003,28 Tamaulipas,029 Ocampo,Sector 81 Otros servicios excepto actividades gubernamentales,32
2003,28 Tamaulipas,030 Padilla,Total municipal,319
2003,28 Tamaulipas,030 Padilla,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,030 Padilla,Sector 31-33 Industrias manufactureras,26
2003,28 Tamaulipas,030 Padilla,Sector 43 Comercio al por mayor,7
2003,28 Tamaulipas,030 Padilla,Sector 46 Comercio al por menor,180
2003,28 Tamaulipas,030 Padilla,"Sector 48-49 Transportes, correos y almacenamiento",5
2003,28 Tamaulipas,030 Padilla,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,4
2003,28 Tamaulipas,030 Padilla,"Sector 54 Servicios profesionales, científicos y técnicos",2
2003,28 Tamaulipas,030 Padilla,Sector 61 Servicios educativos,1
2003,28 Tamaulipas,030 Padilla,Sector 62 Servicios de salud y de asistencia social,7
2003,28 Tamaulipas,030 Padilla,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2
2003,28 Tamaulipas,030 Padilla,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,36
2003,28 Tamaulipas,030 Padilla,Sector 81 Otros servicios excepto actividades gubernamentales,48
2003,28 Tamaulipas,031 Palmillas,Total municipal,32
2003,28 Tamaulipas,031 Palmillas,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,031 Palmillas,Sector 31-33 Industrias manufactureras,3
2003,28 Tamaulipas,031 Palmillas,Sector 43 Comercio al por mayor,1
2003,28 Tamaulipas,031 Palmillas,Sector 46 Comercio al por menor,18
2003,28 Tamaulipas,031 Palmillas,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,6
2003,28 Tamaulipas,031 Palmillas,Sector 81 Otros servicios excepto actividades gubernamentales,3
2003,28 Tamaulipas,032 Reynosa,Total municipal,12853
2003,28 Tamaulipas,032 Reynosa,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1
2003,28 Tamaulipas,032 Reynosa,Sector 21 Minería,5
2003,28 Tamaulipas,032 Reynosa,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,032 Reynosa,Sector 23 Construcción,100
2003,28 Tamaulipas,032 Reynosa,Sector 31-33 Industrias manufactureras,998
2003,28 Tamaulipas,032 Reynosa,Sector 43 Comercio al por mayor,308
2003,28 Tamaulipas,032 Reynosa,Sector 46 Comercio al por menor,6535
2003,28 Tamaulipas,032 Reynosa,"Sector 48-49 Transportes, correos y almacenamiento",160
2003,28 Tamaulipas,032 Reynosa,Sector 51 Información en medios masivos,47
2003,28 Tamaulipas,032 Reynosa,Sector 52 Servicios financieros y de seguros,95
2003,28 Tamaulipas,032 Reynosa,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,274
2003,28 Tamaulipas,032 Reynosa,"Sector 54 Servicios profesionales, científicos y técnicos",324
2003,28 Tamaulipas,032 Reynosa,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",137
2003,28 Tamaulipas,032 Reynosa,Sector 61 Servicios educativos,139
2003,28 Tamaulipas,032 Reynosa,Sector 62 Servicios de salud y de asistencia social,529
2003,28 Tamaulipas,032 Reynosa,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",59
2003,28 Tamaulipas,032 Reynosa,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1008
2003,28 Tamaulipas,032 Reynosa,Sector 81 Otros servicios excepto actividades gubernamentales,2133
2003,28 Tamaulipas,033 Río Bravo,Total municipal,3579
2003,28 Tamaulipas,033 Río Bravo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",2
2003,28 Tamaulipas,033 Río Bravo,Sector 23 Construcción,17
2003,28 Tamaulipas,033 Río Bravo,Sector 31-33 Industrias manufactureras,231
2003,28 Tamaulipas,033 Río Bravo,Sector 43 Comercio al por mayor,82
2003,28 Tamaulipas,033 Río Bravo,Sector 46 Comercio al por menor,1891
2003,28 Tamaulipas,033 Río Bravo,"Sector 48-49 Transportes, correos y almacenamiento",38
2003,28 Tamaulipas,033 Río Bravo,Sector 51 Información en medios masivos,9
2003,28 Tamaulipas,033 Río Bravo,Sector 52 Servicios financieros y de seguros,18
2003,28 Tamaulipas,033 Río Bravo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,82
2003,28 Tamaulipas,033 Río Bravo,"Sector 54 Servicios profesionales, científicos y técnicos",80
2003,28 Tamaulipas,033 Río Bravo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",15
2003,28 Tamaulipas,033 Río Bravo,Sector 61 Servicios educativos,21
2003,28 Tamaulipas,033 Río Bravo,Sector 62 Servicios de salud y de asistencia social,187
2003,28 Tamaulipas,033 Río Bravo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",21
2003,28 Tamaulipas,033 Río Bravo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,267
2003,28 Tamaulipas,033 Río Bravo,Sector 81 Otros servicios excepto actividades gubernamentales,618
2003,28 Tamaulipas,034 San Carlos,Total municipal,52
2003,28 Tamaulipas,034 San Carlos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,034 San Carlos,Sector 31-33 Industrias manufactureras,3
2003,28 Tamaulipas,034 San Carlos,Sector 43 Comercio al por mayor,2
2003,28 Tamaulipas,034 San Carlos,Sector 46 Comercio al por menor,33
2003,28 Tamaulipas,034 San Carlos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,8
2003,28 Tamaulipas,034 San Carlos,Sector 81 Otros servicios excepto actividades gubernamentales,5
2003,28 Tamaulipas,035 San Fernando,Total municipal,1289
2003,28 Tamaulipas,035 San Fernando,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",42
2003,28 Tamaulipas,035 San Fernando,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,035 San Fernando,Sector 23 Construcción,4
2003,28 Tamaulipas,035 San Fernando,Sector 31-33 Industrias manufactureras,92
2003,28 Tamaulipas,035 San Fernando,Sector 43 Comercio al por mayor,62
2003,28 Tamaulipas,035 San Fernando,Sector 46 Comercio al por menor,634
2003,28 Tamaulipas,035 San Fernando,"Sector 48-49 Transportes, correos y almacenamiento",10
2003,28 Tamaulipas,035 San Fernando,Sector 51 Información en medios masivos,10
2003,28 Tamaulipas,035 San Fernando,Sector 52 Servicios financieros y de seguros,3
2003,28 Tamaulipas,035 San Fernando,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,19
2003,28 Tamaulipas,035 San Fernando,"Sector 54 Servicios profesionales, científicos y técnicos",26
2003,28 Tamaulipas,035 San Fernando,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",7
2003,28 Tamaulipas,035 San Fernando,Sector 61 Servicios educativos,5
2003,28 Tamaulipas,035 San Fernando,Sector 62 Servicios de salud y de asistencia social,38
2003,28 Tamaulipas,035 San Fernando,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",6
2003,28 Tamaulipas,035 San Fernando,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,96
2003,28 Tamaulipas,035 San Fernando,Sector 81 Otros servicios excepto actividades gubernamentales,234
2003,28 Tamaulipas,036 San Nicolás,Total municipal,4
2003,28 Tamaulipas,036 San Nicolás,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,036 San Nicolás,Sector 46 Comercio al por menor,3
2003,28 Tamaulipas,037 Soto la Marina,Total municipal,532
2003,28 Tamaulipas,037 Soto la Marina,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",22
2003,28 Tamaulipas,037 Soto la Marina,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1
2003,28 Tamaulipas,037 Soto la Marina,Sector 31-33 Industrias manufactureras,39
