Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",21.81,6075.67,72.44,892.15
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,32.82
Construcción,94.37,284.58,94.22,60.83
Industrias manufactureras,25.67,439.15,79.21,97.43
Comercio al por mayor,29.51,590.79,235.37,129.25
Comercio al por menor,41.63,-7014.51,234.45,81.35
"Transportes, correos y almacenamiento",43.95,564.85,95.36,205.12
Información en medios masivos,34.1,9407.27,1646.55,
Servicios financieros y de seguros,13.36,2244.17,127.38,85.73
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,44.4,585.95,212.25,87.88
"Servicios profesionales, científicos y técnicos",51.86,950.73,373.28,29.98
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",479.9,579.47,314.21,107.92
Servicios educativos,25.07,802.14,89.33,35.62
Servicios de salud y de asistencia social,35.44,809.66,310.33,99.15
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",16.54,438.15,85.03,83.38
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,30.3,688.51,202.7,81.78
Otros servicios excepto actividades gubernamentales,34.95,896.52,268.36,57.49
Total,100.0,100.0,100.0,100.0
