Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",73.92,99.72,82.67,69.7
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,100.24
Construcción,205.07,148.9,196.37,138.36
Industrias manufactureras,79.88,87.52,86.92,84.9
Comercio al por mayor,159.83,179.31,164.11,155.8
Comercio al por menor,172.74,202.49,200.49,192.41
"Transportes, correos y almacenamiento",212.57,292.85,199.45,157.41
Información en medios masivos,113.04,4923.96,381.05,
Servicios financieros y de seguros,237.39,242.26,156.89,134.61
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,193.79,221.11,107.27,132.75
"Servicios profesionales, científicos y técnicos",179.02,351.56,137.32,179.33
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",188.42,186.9,145.26,307.84
Servicios educativos,109.95,161.96,164.92,151.77
Servicios de salud y de asistencia social,187.03,175.07,146.67,165.67
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",103.71,253.49,100.58,98.81
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,182.28,227.12,183.28,183.92
Otros servicios excepto actividades gubernamentales,256.58,251.09,223.13,181.02
Total,100.0,100.0,100.0,100.0
