Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",211.6,40.65,59.7,90.72
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,25.25,24.64,31.2,38.61
Industrias manufactureras,357.59,278.03,454.4,492.96
Comercio al por mayor,37.3,29.63,33.75,33.86
Comercio al por menor,33.79,34.66,32.72,38.28
"Transportes, correos y almacenamiento",54.47,54.95,54.39,85.05
Información en medios masivos,10.57,22.63,71.65,47.57
Servicios financieros y de seguros,37.85,67.39,37.03,44.87
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,99.49,65.83,126.63,72.18
"Servicios profesionales, científicos y técnicos",59.5,79.42,49.87,38.09
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",129.07,53.75,71.95,55.23
Servicios educativos,56.52,42.74,40.07,41.34
Servicios de salud y de asistencia social,53.77,64.45,48.65,47.53
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",27.38,41.44,32.98,35.13
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,44.03,40.84,39.54,40.29
Otros servicios excepto actividades gubernamentales,32.83,54.49,52.92,49.09
Total,100.0,100.0,100.0,100.0
