Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",145.99,466.11,61.82,39.07
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,-50.1,1436.39,-203.76,-57.74
Industrias manufactureras,409.81,6634.02,721.44,1028.78
Comercio al por mayor,40.79,276.45,22.09,36.41
Comercio al por menor,32.12,-2841.91,37.64,76.71
"Transportes, correos y almacenamiento",24.04,222.66,80.11,48.06
Información en medios masivos,6.53,9.12,208.96,80.76
Servicios financieros y de seguros,109.78,991.26,39.68,29.34
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,52.75,211.54,-204.11,383.1
"Servicios profesionales, científicos y técnicos",29.96,482.92,64.97,91.39
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",38.39,1200.44,19.18,232.47
Servicios educativos,14.67,273.2,-24.29,281.9
Servicios de salud y de asistencia social,93.52,523.73,46.49,243.07
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",920.63,601.19,62.11,48.98
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,24.86,393.15,33.87,52.08
Otros servicios excepto actividades gubernamentales,36.97,314.39,19.88,57.11
Total,100.0,100.0,100.0,100.0
