Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",11.521,47.703,7.97,4.1
Minería,13211.518,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",1602.694,266.171,109.666,473.406
Construcción,343.16,88.483,44.795,49.245
Industrias manufactureras,2861.59,4779.24,12172.824,5527.568
Comercio al por mayor,323.405,362.62,1822.578,790.322
Comercio al por menor,1073.852,-6954.435,1996.167,1632.811
"Transportes, correos y almacenamiento",1405.229,2428.77,872.21,3399.495
Información en medios masivos,662.812,3.17,594.934,21.809
Servicios financieros y de seguros,19.407,9.018,21.092,51.686
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,48.967,50.416,87.09,117.201
"Servicios profesionales, científicos y técnicos",73.142,46.518,43.141,15.208
Dirección y administración de grupos empresariales o corporativos,1.368,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",36.752,59.029,90.027,134.784
Servicios educativos,115.522,269.771,60.759,144.406
Servicios de salud y de asistencia social,67.065,91.989,114.574,156.393
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",12.109,37.572,28.218,80.426
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,85.28,115.698,187.685,110.87
Otros servicios excepto actividades gubernamentales,88.998,116.415,125.289,97.508
Total,22044.391,1818.1479999999997,18379.019,12807.238
