Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",865.759,523.232,1803.219,2997.747
Minería,47021.426,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",25629.206,3093.55,5574.368,12325.559
Construcción,13878.761,8880.093,11894.567,15346.353
Industrias manufactureras,234673.053,273028.104,369691.382,424321.277
Comercio al por mayor,12207.715,14429.135,29393.112,41402.549
Comercio al por menor,21426.496,28071.414,58086.3,84470.252
"Transportes, correos y almacenamiento",15114.331,23768.457,32921.02,54171.161
Información en medios masivos,11903.121,2702.26,7825.736,4705.426
Servicios financieros y de seguros,614.282,1315.937,2860.975,3741.724
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2837.83,2021.337,2812.837,4206.979
"Servicios profesionales, científicos y técnicos",4392.142,3774.911,3584.638,4319.106
Dirección y administración de grupos empresariales o corporativos,214.238,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",5205.444,6081.492,10524.495,6143.486
Servicios educativos,2431.815,4728.477,5991.044,6609.836
Servicios de salud y de asistencia social,2021.816,2596.282,4692.46,8782.571
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",648.307,963.543,951.789,1737.821
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,7408.881,8654.009,15092.473,27484.314
Otros servicios excepto actividades gubernamentales,3829.704,5396.023,8710.349,12389.422
Total,412324.327,390028.256,572410.764,715155.583
