Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",45.736,17.782,22.609,35.1
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,0.0,0.0,8.636,8.408
Industrias manufactureras,131.474,111.175,186.718,207.341
Comercio al por mayor,74.652,60.476,164.644,390.16
Comercio al por menor,223.895,371.042,812.891,1560.472
"Transportes, correos y almacenamiento",82.541,46.548,63.919,139.331
Información en medios masivos,1.86,3.217,0.0,0.0
Servicios financieros y de seguros,4.348,13.889,24.175,79.441
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,12.545,12.499,10.328,13.66
"Servicios profesionales, científicos y técnicos",15.137,9.66,19.054,47.23
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1.142,4.357,3.392,1.111
Servicios educativos,5.103,6.323,18.518,10.398
Servicios de salud y de asistencia social,25.125,23.688,40.067,79.166
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2.829,3.119,2.813,6.411999999999999
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,71.531,59.413,114.411,240.043
Otros servicios excepto actividades gubernamentales,43.879,73.601,82.691,141.70999999999998
Total,741.7969999999999,816.789,1574.866,2959.983
