Actividad económica,A211A_2008,A211A_2013,A211A_2018,A211A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",2.3560000000000003,0.89,0.02,2.762
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,0.0,0.0,-0.27,0.795
Industrias manufactureras,-22.275,3.204,10.565,1.898
Comercio al por mayor,15.979,-0.292,-2.8930000000000007,14.42
Comercio al por menor,35.081,18.063,45.353,-30.362
"Transportes, correos y almacenamiento",1.021,0.0209999999999999,1.274,-0.01
Información en medios masivos,0.447,0.015,0.0,0.0
Servicios financieros y de seguros,0.0,0.09,0.112,-0.153
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.353,0.175,0.517,-0.6219999999999999
"Servicios profesionales, científicos y técnicos",0.983,0.229,0.6379999999999999,-4.634
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",0.112,0.286,0.462,0.001
Servicios educativos,0.042,0.048,0.005,0.02
Servicios de salud y de asistencia social,1.784,0.625,1.841,10.109
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.0,1.048,0.27,-4.333
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5.362,0.348,-0.0539999999999999,-1.9140000000000008
Otros servicios excepto actividades gubernamentales,3.113,22.613000000000003,0.493,-12.604
Total,44.358,47.363,58.33300000000001,-24.627
