Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.044,0.0489999999999999,0.015,-0.002
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,5.439,0.372,0.0,0.0
Industrias manufactureras,37.754000000000005,7.352,10.82,178.926
Comercio al por mayor,22.294,17.753999999999998,24.256,54.558
Comercio al por menor,33.132,29.819000000000003,49.811,37.289
"Transportes, correos y almacenamiento",8.329,39.189,-0.783,125.717
Información en medios masivos,3.174,0.0,0.019,0.0
Servicios financieros y de seguros,0.091,1.904,0.393,1.742
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.48,0.6920000000000001,-1.619,0.127
"Servicios profesionales, científicos y técnicos",0.342,0.781,0.144,0.636
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2.099,1.609,-9.316,1.127
Servicios educativos,0.073,8.856,0.325,0.052
Servicios de salud y de asistencia social,1.003,5.887,1.591,1.935
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.922,2.228,0.082,0.068
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.352,4.229,5.6450000000000005,4.54
Otros servicios excepto actividades gubernamentales,2.982,6.622,7.096,5.746
Total,120.51,127.343,88.479,412.461
