Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",101.54,151.68,72.03,49.73
Minería,89.8,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",84.42,885.15,387.82,228.86
Construcción,128.07,134.44,126.18,152.22
Industrias manufactureras,81.63,78.88,81.88,87.9
Comercio al por mayor,169.94,156.2,160.93,135.77
Comercio al por menor,125.3,100.26,82.55,77.03
"Transportes, correos y almacenamiento",156.77,75.29,73.82,51.96
Información en medios masivos,159.25,960.94,359.71,467.96
Servicios financieros y de seguros,3169.69,2126.31,670.58,622.3
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,124.79,138.87,201.52,190.01
"Servicios profesionales, científicos y técnicos",183.91,109.73,233.11,169.69
Dirección y administración de grupos empresariales o corporativos,760.76,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",248.81,161.45,171.03,177.23
Servicios educativos,189.52,126.82,83.8,98.72
Servicios de salud y de asistencia social,174.92,154.9,113.72,82.69
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",404.67,275.14,434.59,200.87
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,181.25,146.47,127.99,93.9
Otros servicios excepto actividades gubernamentales,133.18,124.45,93.78,81.2
Total,100.0,100.0,100.0,100.0
