Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",60.36,104.65,54.92,66.73
Minería,89.66,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",61.37,240.24,209.12,148.95
Construcción,82.27,75.54,99.87,139.74
Industrias manufactureras,77.08,56.0,65.52,65.92
Comercio al por mayor,115.02,92.74,91.34,126.12
Comercio al por menor,82.15,66.68,73.46,81.15
"Transportes, correos y almacenamiento",65.46,40.15,51.19,46.98
Información en medios masivos,115.27,252.54,102.8,257.97
Servicios financieros y de seguros,5387.46,1385.84,2242.83,2121.64
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,109.9,105.37,175.68,117.86
"Servicios profesionales, científicos y técnicos",106.37,144.09,196.43,172.27
Dirección y administración de grupos empresariales o corporativos,6160.09,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",129.53,134.99,158.08,165.58
Servicios educativos,126.55,56.97,84.41,97.57
Servicios de salud y de asistencia social,102.95,80.94,88.31,86.65
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",181.52,114.49,222.55,205.6
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,99.94,83.74,113.84,100.44
Otros servicios excepto actividades gubernamentales,174.79,70.01,72.96,75.81
Total,100.0,100.0,100.0,100.0
