Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",79.05,131.57,63.73,58.67
Minería,100.94,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",73.59,408.52,303.33,193.73
Construcción,107.19,108.9,114.92,150.46
Industrias manufactureras,76.3,68.91,75.29,78.45
Comercio al por mayor,141.89,123.45,109.56,125.77
Comercio al por menor,102.96,84.95,78.57,78.31
"Transportes, correos y almacenamiento",103.36,58.67,62.29,49.23
Información en medios masivos,138.41,559.28,205.57,356.86
Servicios financieros y de seguros,4786.51,1774.0,1206.96,1290.32
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,117.67,125.49,189.53,142.03
"Servicios profesionales, científicos y técnicos",140.09,122.87,214.43,169.55
Dirección y administración de grupos empresariales o corporativos,3630.74,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",170.03,159.25,167.01,167.72
Servicios educativos,155.98,82.76,86.59,95.87
Servicios de salud y de asistencia social,136.94,117.25,101.42,84.5
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",273.17,187.58,310.23,202.08
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,140.53,118.03,121.63,97.41
Otros servicios excepto actividades gubernamentales,146.94,96.71,83.21,77.55
Total,100.0,100.0,100.0,100.0
