Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",215.12,109.0,124.07,176.82
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,217.22
Construcción,167.7,88.52,77.43,168.17
Industrias manufactureras,64.99,58.78,72.53,67.96
Comercio al por mayor,258.09,96.74,105.09,135.08
Comercio al por menor,151.46,68.67,53.43,64.55
"Transportes, correos y almacenamiento",123.12,36.16,48.27,49.52
Información en medios masivos,243.49,34.25,49.16,
Servicios financieros y de seguros,11133.39,2775.53,1436.39,1830.69
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,217.58,82.36,199.71,164.0
"Servicios profesionales, científicos y técnicos",283.04,120.51,241.84,187.19
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",261.92,135.01,209.92,156.75
Servicios educativos,424.99,69.68,89.24,128.06
Servicios de salud y de asistencia social,161.72,66.7,76.62,86.81
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",471.2,106.15,355.06,272.19
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,174.88,74.71,105.36,86.14
Otros servicios excepto actividades gubernamentales,407.88,50.65,48.26,57.85
Total,100.0,100.0,100.0,100.0
