Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",127.99,119.55,97.26,113.14
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,232.19
Construcción,77.58,84.1,67.91,139.35
Industrias manufactureras,105.84,81.98,90.45,91.7
Comercio al por mayor,126.52,79.44,86.89,101.47
Comercio al por menor,79.11,51.88,42.31,47.97
"Transportes, correos y almacenamiento",73.75,27.56,39.62,39.61
Información en medios masivos,149.95,30.65,67.58,
Servicios financieros y de seguros,3448.34,1749.89,808.27,1055.92
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,88.05,64.46,179.97,144.6
"Servicios profesionales, científicos y técnicos",134.54,48.46,186.98,132.25
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",135.65,98.22,150.45,102.31
Servicios educativos,207.18,61.07,64.1,90.79
Servicios de salud y de asistencia social,93.7,68.85,73.22,64.46
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",318.83,97.49,358.75,224.79
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,103.45,62.92,79.96,65.58
Otros servicios excepto actividades gubernamentales,98.92,43.97,41.77,48.72
Total,100.0,100.0,100.0,100.0
