Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1900.23,2170.01,358.43,193.02
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,,,82.36,54.97
Industrias manufactureras,22.83,24.05,16.21,14.61
Comercio al por mayor,450.06,177.41,232.2,228.93
Comercio al por menor,581.15,400.52,318.08,311.55
"Transportes, correos y almacenamiento",236.65,50.1,58.92,37.16
Información en medios masivos,25.61,296.33,,
Servicios financieros y de seguros,28932.55,8751.57,6478.34,7228.4
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,538.24,315.98,221.74,112.1
"Servicios profesionales, científicos y técnicos",241.65,143.77,411.01,384.3
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",22.43,44.32,30.82,12.01
Servicios educativos,239.7,36.29,74.0,28.25
Servicios de salud y de asistencia social,982.33,562.4,342.62,178.4
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",748.86,260.8,380.6,192.12
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,867.84,533.36,497.45,275.46
Otros servicios excepto actividades gubernamentales,1307.85,692.68,327.34,212.43
Total,100.0,100.0,100.0,100.0
