Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",4.16,6.06,17.78,30.4
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,,,139.53,273.68
Industrias manufactureras,334.18,286.59,464.59,536.87
Comercio al por mayor,31.53,69.58,47.18,54.94
Comercio al por menor,17.72,21.21,24.7,25.13
"Transportes, correos y almacenamiento",43.67,117.1,105.73,132.48
Información en medios masivos,540.39,188.73,,
Servicios financieros y de seguros,16.54,20.27,18.63,17.85
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,21.86,39.71,85.47,126.7
"Servicios profesionales, científicos y técnicos",57.97,85.47,52.17,44.12
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",758.08,359.32,541.92,1396.1
Servicios educativos,65.07,228.05,117.02,339.36
Servicios de salud y de asistencia social,13.94,20.85,29.6,47.36
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",36.48,71.92,81.51,105.18
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,16.19,22.13,24.45,35.36
Otros servicios excepto actividades gubernamentales,11.23,13.96,25.42,36.51
Total,100.0,100.0,100.0,100.0
