Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1.25,52.3,109.39,-0.07
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,,,-45.54,-2.9
Industrias manufactureras,338.15,1837.56,332.47,-125.36
Comercio al por mayor,6.72,589.76,62.49,-4.64
Comercio al por menor,9.72,-794.37,19.72,6.67
"Transportes, correos y almacenamiento",350.64,158004.14,187.94,
Información en medios masivos,377.77,309.34,,
Servicios financieros y de seguros,,97.78,51.24,-0.45
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,53.09,523.38,48.2,9.29
"Servicios profesionales, científicos y técnicos",19.21,198.23,18.28,0.16
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",85.12,230.41,667.94,
Servicios educativos,700.74,5484.38,,-344.52
Servicios de salud y de asistencia social,9.84,144.09,16.93,-0.74
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,34.92,29.45,0.89
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4.19,211.82,-188.04,3.19
Otros servicios excepto actividades gubernamentales,15.29,50.97,77.29,0.37
Total,100.0,100.0,100.0,100.0
