Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,101.04,134.9,77.15,58.38
Industrias manufactureras,163.58,185.65,153.19,126.83
Comercio al por mayor,44.79,70.66,79.07,125.24
Comercio al por menor,40.78,64.77,70.02,91.89
"Transportes, correos y almacenamiento",13.03,22.35,27.19,36.62
Información en medios masivos,,58.66,,97.0
Servicios financieros y de seguros,61.98,101.92,76.62,105.26
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,34.39,51.22,102.78,82.31
"Servicios profesionales, científicos y técnicos",76.46,107.7,92.76,120.26
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",57.81,68.42,87.43,139.12
Servicios educativos,54.31,59.1,123.19,128.71
Servicios de salud y de asistencia social,46.2,54.14,76.73,97.34
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",89.06,17.6,94.54,116.85
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,41.25,51.98,60.54,91.51
Otros servicios excepto actividades gubernamentales,49.17,59.21,57.36,87.31
Total,100.0,100.0,100.0,100.0
