Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,135.69,171.39,88.12,75.9
Industrias manufactureras,90.87,140.86,114.01,110.81
Comercio al por mayor,61.91,98.24,107.6,148.03
Comercio al por menor,60.43,95.39,96.73,108.5
"Transportes, correos y almacenamiento",22.44,38.3,43.16,39.46
Información en medios masivos,,89.03,,116.26
Servicios financieros y de seguros,114.0,180.58,76.58,108.55
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,62.19,85.04,107.25,95.43
"Servicios profesionales, científicos y técnicos",101.5,94.04,119.3,131.74
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",80.66,79.09,122.25,155.72
Servicios educativos,76.82,76.78,151.18,142.43
Servicios de salud y de asistencia social,69.4,70.88,96.92,103.55
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",114.64,33.81,123.43,131.03
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,56.66,71.36,84.08,108.21
Otros servicios excepto actividades gubernamentales,43.91,81.76,74.73,101.54
Total,100.0,100.0,100.0,100.0
