Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.03,-3.39,0.0,0.0
Minería,0.0,-0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,-0.0,0.0,0.0
Construcción,4.3,-0.47,0.28,0.17
Industrias manufactureras,51.68,-79.14,46.65,50.88
Comercio al por mayor,6.3,-4.4,26.87,6.1
Comercio al por menor,16.83,212.04,15.73,15.43
"Transportes, correos y almacenamiento",13.82,-4.53,2.22,19.21
Información en medios masivos,0.69,0.09,0.85,0.35
Servicios financieros y de seguros,0.03,-0.25,0.21,0.17
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.21,-0.91,0.42,1.55
"Servicios profesionales, científicos y técnicos",0.25,-1.27,0.14,0.19
Dirección y administración de grupos empresariales o corporativos,0.0,-0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2.0,-0.36,0.53,1.82
Servicios educativos,0.32,-9.86,0.46,0.12
Servicios de salud y de asistencia social,1.04,-2.79,1.5,1.5
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.1,-0.07,0.04,0.85
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.2,-2.56,2.21,1.1
Otros servicios excepto actividades gubernamentales,1.2,-2.14,1.89,0.55
Total,100.0,100.0,100.0,100.0
