Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.6,0.39,0.26,0.34
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,7.38,2.79,1.78,1.85
Industrias manufactureras,60.56,61.89,62.41,57.74
Comercio al por mayor,4.4,3.85,3.41,5.77
Comercio al por menor,9.18,10.91,13.04,14.64
"Transportes, correos y almacenamiento",3.26,4.69,7.23,5.4
Información en medios masivos,1.28,0.76,0.52,0.52
Servicios financieros y de seguros,0.39,0.4,0.7,0.65
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.9,0.5,0.62,0.8
"Servicios profesionales, científicos y técnicos",1.08,0.58,0.54,0.44
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2.2,1.96,1.64,1.54
Servicios educativos,0.73,2.27,1.15,0.92
Servicios de salud y de asistencia social,1.19,1.43,1.18,1.5
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.31,0.24,0.12,0.26
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.62,3.69,3.62,5.35
Otros servicios excepto actividades gubernamentales,1.94,3.66,1.8,2.29
Total,100.0,100.0,100.0,100.0
