Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",64.936,50.446,136.393,192.535
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,1794.004,702.824,829.496,1141.19
Industrias manufactureras,10614.197,12847.215,23626.186,24518.713000000003
Comercio al por mayor,764.035,553.025,928.84,1526.687
Comercio al por menor,1457.909,1582.0680000000002,2909.849,3252.262
"Transportes, correos y almacenamiento",613.804,1258.308,2434.323,2821.694
Información en medios masivos,300.578,148.518,260.837,305.823
Servicios financieros y de seguros,72.563,79.042,301.383,416.06
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,510.592,99.919,162.98600000000002,277.956
"Servicios profesionales, científicos y técnicos",152.975,105.363,142.69899999999998,155.81300000000002
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",225.15,195.171,384.121,749.924
Servicios educativos,65.755,319.38800000000003,318.952,355.886
Servicios de salud y de asistencia social,206.228,261.42,443.336,602.829
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",53.251000000000005,33.522,38.711,81.535
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,717.33,876.353,1583.341,2771.9570000000003
Otros servicios excepto actividades gubernamentales,322.482,480.117,649.021,932.692
Total,17935.789,19592.699,35150.474,40103.55600000001
