Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",252.17,0.94,361.92,828.31
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,-236.63,1.21,-67.82,-401.88
Industrias manufactureras,39.59,0.15,5.55,8.46
Comercio al por mayor,537.4,4.77,622.16,21.68
Comercio al por menor,461.0,0.04,92.1,60.29
"Transportes, correos y almacenamiento",976.67,1.91,83.95,42.26
Información en medios masivos,5203.55,24919.61,276.33,1362.82
Servicios financieros y de seguros,3102.21,63.51,6496.56,3152.78
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,822.95,9.59,-87.03,26.06
"Servicios profesionales, científicos y técnicos",662.95,5.17,429.91,150.49
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1606.28,12.1,806.68,49.6
Servicios educativos,1400.16,2.58,-1033.89,35.66
Servicios de salud y de asistencia social,308.82,3.66,220.13,27.14
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",101.73,4.8,303.51,162.77
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2793.63,5.45,574.32,425.14
Otros servicios excepto actividades gubernamentales,420.73,3.93,617.55,93.28
Total,100.0,100.0,100.0,100.0
