Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",37.36,323.65,106.76,64.67
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,424.43,441.92,368.33,389.66
Industrias manufactureras,21.34,24.79,16.57,15.91
Comercio al por mayor,380.38,416.69,324.58,371.43
Comercio al por menor,304.7,245.13,240.11,204.56
"Transportes, correos y almacenamiento",189.76,106.77,114.52,57.89
Información en medios masivos,1309.71,2471.87,286.9,750.13
Servicios financieros y de seguros,12645.44,2632.3,3259.06,2875.64
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,118.27,190.63,149.66,196.77
"Servicios profesionales, científicos y técnicos",235.45,154.7,429.99,445.09
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",131.74,296.28,232.12,303.67
Servicios educativos,275.97,193.66,216.12,231.91
Servicios de salud y de asistencia social,254.7,181.91,208.48,177.8
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",997.59,452.64,940.81,575.31
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,319.17,288.98,307.59,241.79
Otros servicios excepto actividades gubernamentales,447.52,177.49,157.25,157.98
Total,100.0,100.0,100.0,100.0
