Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",8562.512,11958.161,24702.236,29564.431
Minería,234794.761,222088.162,274919.361,190895.081
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",250738.266,194600.844,438797.303,651734.835
Construcción,283671.546,239082.711,345248.596,651142.193
Industrias manufactureras,3396177.829,5009666.247,7607196.839,8640831.427
Comercio al por mayor,184220.009,253735.112,372093.743,599306.962
Comercio al por menor,260484.749,310652.75,515781.217,689257.275
"Transportes, correos y almacenamiento",240168.348,307497.393,439220.563,552409.715
Información en medios masivos,276383.137,378376.467,427993.806,438046.697
Servicios financieros y de seguros,209618.458,268000.9,477934.561,555881.649
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,50995.465,50668.375,94418.408,119595.26
"Servicios profesionales, científicos y técnicos",72625.065,87307.11,115470.836,116282.985
Dirección y administración de grupos empresariales o corporativos,21595.003,84733.204,97256.177,85451.471
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",71565.007,107880.485,216473.362,163289.867
Servicios educativos,32044.219,54053.219,64713.572,73983.64
Servicios de salud y de asistencia social,38987.839,59395.388,101027.36,129975.694
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",25532.088,37981.446,62924.035,58657.141
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,173578.269,230984.628,411495.301,557474.368
Otros servicios excepto actividades gubernamentales,80679.954,91064.225,140782.442,175639.328
Total,5912422.524,7999726.827,12228449.717999997,14479420.019
