Actividad económica,A211A_2008,A211A_2013,A211A_2018,A211A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",5.31,1.88,0.03,-11.22
Minería,0.0,0.0,0.0,-0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,-0.0
Construcción,0.0,0.0,-0.46,-3.23
Industrias manufactureras,-50.22,6.76,18.11,-7.71
Comercio al por mayor,36.02,-0.62,-4.96,-58.55
Comercio al por menor,79.09,38.14,77.75,123.29
"Transportes, correos y almacenamiento",2.3,0.04,2.18,0.04
Información en medios masivos,1.01,0.03,0.0,-0.0
Servicios financieros y de seguros,0.0,0.19,0.19,0.62
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.8,0.37,0.89,2.53
"Servicios profesionales, científicos y técnicos",2.22,0.48,1.09,18.82
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,-0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",0.25,0.6,0.79,-0.0
Servicios educativos,0.09,0.1,0.01,-0.08
Servicios de salud y de asistencia social,4.02,1.32,3.16,-41.05
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.0,2.21,0.46,17.59
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,12.09,0.73,-0.09,7.77
Otros servicios excepto actividades gubernamentales,7.02,47.74,0.85,51.18
Total,100.0,100.0,100.0,100.0
