Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",3.39,2.26,2.29,1.72
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,0.0,0.0,2.95,1.66
Industrias manufactureras,16.01,37.37,17.07,18.15
Comercio al por mayor,8.39,2.82,11.55,5.9
Comercio al por menor,28.07,20.17,24.74,36.95
"Transportes, correos y almacenamiento",4.34,4.61,7.58,7.49
Información en medios masivos,0.95,0.34,0.0,0.0
Servicios financieros y de seguros,1.37,1.62,4.46,3.36
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,5.31,1.04,0.45,0.47
"Servicios profesionales, científicos y técnicos",1.54,1.07,1.19,0.97
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",0.19,0.31,0.53,0.1
Servicios educativos,1.23,0.24,0.46,0.13
Servicios de salud y de asistencia social,3.71,3.54,3.12,2.45
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.5,0.3,0.24,0.26
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,13.25,13.32,16.24,15.71
Otros servicios excepto actividades gubernamentales,11.75,10.98,7.13,4.67
Total,100.0,100.0,100.0,100.0
