Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,106.08,80.72,148.96,257.7
Industrias manufactureras,46.65,37.12,49.15,61.85
Comercio al por mayor,316.79,174.71,138.55,100.42
Comercio al por menor,252.5,131.15,112.22,85.22
"Transportes, correos y almacenamiento",793.24,262.51,229.09,134.46
Información en medios masivos,,953.35,,367.91
Servicios financieros y de seguros,7722.39,1740.62,1575.17,1225.8
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,342.16,245.02,184.39,172.55
"Servicios profesionales, científicos y técnicos",183.21,114.08,231.17,140.99
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",294.12,232.75,191.01,120.55
Servicios educativos,287.2,140.03,70.29,74.48
Servicios de salud y de asistencia social,296.42,216.58,132.18,86.81
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",306.74,1065.88,328.17,172.94
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,340.71,227.08,200.89,106.45
Otros servicios excepto actividades gubernamentales,298.83,163.33,145.06,88.83
Total,100.0,100.0,100.0,100.0
