Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,60.64,44.08,113.33,184.11
Industrias manufactureras,84.83,39.75,57.47,59.49
Comercio al por mayor,185.79,94.4,84.89,85.2
Comercio al por menor,135.95,69.9,75.95,74.79
"Transportes, correos y almacenamiento",291.76,104.85,118.61,119.05
Información en medios masivos,,283.65,,221.9
Servicios financieros y de seguros,4726.0,767.45,2928.9,1954.6
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,176.72,123.9,163.81,123.51
"Servicios profesionales, científicos y técnicos",104.8,153.22,164.66,130.77
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",160.57,170.68,129.3,106.34
Servicios educativos,164.73,74.2,55.84,68.5
Servicios de salud y de asistencia social,148.33,114.2,91.12,83.68
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",158.35,338.68,180.3,156.91
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,176.39,117.35,135.38,92.83
Otros servicios excepto actividades gubernamentales,398.04,85.63,97.63,74.66
Total,100.0,100.0,100.0,100.0
