Actividad Economica,A111A_2003,A111A_2008,A111A_2013,A111A_2018,A111A_2023,A121A_2003,A121A_2008,A121A_2013,A121A_2018,A121A_2023,A131A_2003,A131A_2008,A131A_2013,A131A_2018,A131A_2023,A211A_2003,A211A_2008,A211A_2013,A211A_2018,A211A_2023,A221A_2003,A221A_2008,A221A_2013,A221A_2018,A221A_2023,H001A_2003,H001A_2008,H001A_2013,H001A_2018,H001A_2023,Q000A_2003,Q000A_2008,Q000A_2013,Q000A_2018,Q000A_2023
Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,204.931,429.59,284.989,226.882,593.055,67.774,295.333,182.83,59.533,186.771,137.157,134.257,102.159,167.349,406.284,13.3,1.811,-3.013,12.034,14.764,13.363,2.682,-1.607,12.039,14.215,505.0,626.0,619.0,667.0,729.0,197.166,153.367,182.323,386.068,473.044
"Sector 54 Servicios profesionales, científicos y técnicos",185.274,299.056,253.089,320.378,416.741,60.882,97.131,120.601,101.642,123.846,124.392,201.925,132.488,218.736,292.895,5.002,0.665,2.732,5.857,-4.994,4.851,0.658,2.74,5.861,-4.103,1007.0,1460.0,1323.0,1434.0,1163.0,77.705,74.985,90.89,126.37,173.12
"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",154.145,468.784,641.805,997.942,512.38,46.505,96.388,132.294,322.406,149.229,107.64,372.396,509.511,675.536,363.151,2.966,5.787,15.94,10.485,45.468,2.658,5.951,15.968,10.59,45.01,1529.0,2921.0,4113.0,3972.0,1328.0,45.753,148.544,205.862,191.47,196.088
Sector 61 Servicios educativos,146.879,233.108,577.689,403.176,595.867,35.553,64.839,129.569,103.046,115.774,111.326,168.269,448.12,300.13,480.093,10.325,4.099,17.337,1.002,13.342,10.3,4.103,16.808,1.023,16.066,1053.0,1416.0,2588.0,1843.0,1760.0,60.777,100.257,566.664,289.168,580.117
Sector 62 Servicios de salud y de asistencia social,197.067,227.84,346.306,506.992,1046.906,90.367,110.791,149.237,232.93,342.926,106.7,117.049,197.069,274.062,703.98,2.603,1.162,13.56,24.813,6.043,2.278,1.401,13.528,24.932,6.742,1497.0,2060.0,2020.0,2447.0,2608.0,94.736,127.261,261.844,358.185,485.441
"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",81.628,37.899,395.355,83.47,172.561,41.811,12.846,237.861,30.741,57.955,39.817,25.053,157.494,52.729,114.606,3.328,0.021,8.366,6.046,13.0,2.999,-0.004,8.359,6.057,13.007,443.0,316.0,578.0,587.0,630.0,41.159,39.67,236.278,128.229,253.465
Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,755.534,935.168,1202.249,2066.734,3485.044,398.32,489.015,687.894,1185.495,1670.032,357.214,446.153,514.355,881.239,1815.012,9.742,7.231,12.817,25.639,4.47,7.956,7.657,13.932,24.816,4.642,5880.0,5594.0,6164.0,7549.0,8031.0,364.253,558.593,671.759,973.149,1008.554
Sector 81 Otros servicios excepto actividades gubernamentales,433.316,405.487,658.034,1258.913,1646.601,171.582,188.342,276.677,536.48,617.22,261.734,217.145,381.357,722.433,1029.381,17.5,1.995,5.846,26.006,12.729,14.089,2.334,7.397,25.537,19.44,4330.0,4669.0,4575.0,6154.0,6369.0,294.115,312.281,349.786,514.021,627.782
Total 027 Nuevo Laredo,15551.375,22209.377,28869.723,48390.712,83552.289,6171.539,9667.118,14735.415,19868.57,29215.324,9379.836,12542.259,14134.308,28522.142,54336.965,429.771,1575.176,-1328.538,1158.108,2633.404,324.318,1082.14,-1419.057,1100.863,2468.032,68363.0,75210.0,82041.0,100947.0,125415.0,5957.724,10682.806,17814.918,22190.814,31914.019
checksum,15318.818,21466.151,28163.302,47456.157,82981.196,6096.373,9255.203,14562.554,19461.765,28858.559,9222.445,12210.948,13600.748,27994.392,54122.637,413.355,1166.578,-1349.325,1149.173,2605.09,307.262,887.454,-1439.798,1091.845,2463.649,67762,73347,81300,99579,124727,5818.847,9878.758,16335.027,20832.346,31672.163
