Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,2157.64,
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,8.97,-4386.32,-22.66,95.06
Industrias manufactureras,28.22,-377.97,177.82,77.79
Comercio al por mayor,54.33,-488.04,96.19,138.92
Comercio al por menor,35.54,-187.08,44.81,107.23
"Transportes, correos y almacenamiento",89.32,-578.84,123.03,122.47
Información en medios masivos,127.23,57.96,17.64,147.07
Servicios financieros y de seguros,186.14,-299.31,107.7,813.35
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,12.75,-376.82,31.96,75.54
"Servicios profesionales, científicos y técnicos",12.03,-253.63,28.84,80.45
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",234.26,-398.91,31.83,168.62
Servicios educativos,32.16,-1344.43,62.86,272.71
Servicios de salud y de asistencia social,17.71,-881.78,66.67,61.99
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",51.69,-1573.45,-310.19,145.92
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,53.26,-514.58,72.29,110.37
Otros servicios excepto actividades gubernamentales,20.76,-295.38,223.92,211.13
Total,100.0,100.0,100.0,100.0
