Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,29420.66,
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,97.8,130.55,121.69,155.39
Industrias manufactureras,50.31,76.59,91.31,81.0
Comercio al por mayor,123.55,140.3,114.02,137.22
Comercio al por menor,116.77,135.8,96.56,117.96
"Transportes, correos y almacenamiento",153.93,244.9,255.31,176.9
Información en medios masivos,266.49,126.8,38.5,77.6
Servicios financieros y de seguros,192.94,215.25,164.18,135.45
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,78.4,78.02,105.08,192.25
"Servicios profesionales, científicos y técnicos",80.84,78.41,108.51,101.75
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",68.0,97.52,110.7,98.69
Servicios educativos,169.64,176.66,138.2,116.65
Servicios de salud y de asistencia social,91.01,119.88,105.43,123.97
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",193.03,258.97,203.27,194.39
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,108.34,120.75,125.45,125.44
Otros servicios excepto actividades gubernamentales,309.86,163.1,78.11,106.09
Total,100.0,100.0,100.0,100.0
