Año Censal,Entidad,Municipio,Actividad económica,H001A Personal ocupado total,A111A Producción bruta total (millones de pesos),A121A Consumo intermedio (millones de pesos),A131A Valor agregado censal bruto (millones de pesos),A211A Inversión total (millones de pesos),A221A Formación bruta de capital fijo (millones de pesos),Q000A Acervo total de activos fijos (millones de pesos)
2018,28 Tamaulipas,001 Abasolo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2018,28 Tamaulipas,001 Abasolo,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2018,28 Tamaulipas,001 Abasolo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2018,28 Tamaulipas,001 Abasolo,Sector 61 Servicios educativos,,,,,,,
2018,28 Tamaulipas,001 Abasolo,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2018,28 Tamaulipas,001 Abasolo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,74,12.19,6.627,5.563,0.32,0.319,2.183
2018,28 Tamaulipas,001 Abasolo,Sector 81 Otros servicios excepto actividades gubernamentales,131,9.112,6.405,2.707,0.353,0.352,3.956
2018,28 Tamaulipas,002 Aldama,Total municipal,2686,698.808,331.002,367.806,64.131,68.573,452.102
2018,28 Tamaulipas,002 Aldama,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",394,79.888,43.054,36.834,0.139,0.139,59.309
2018,28 Tamaulipas,002 Aldama,Sector 21 Minería,,,,,,,
2018,28 Tamaulipas,002 Aldama,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,002 Aldama,Sector 23 Construcción,,,,,,,
2018,28 Tamaulipas,002 Aldama,Sector 31-33 Industrias manufactureras,229,163.915,117.648,46.267,6.59,6.156,45.669
2018,28 Tamaulipas,002 Aldama,Sector 43 Comercio al por mayor,139,38.821,4.911,33.91,5.424,5.943,29.843
2018,28 Tamaulipas,002 Aldama,Sector 46 Comercio al por menor,946,241.828,64.836,176.992,29.645,33.987,176.274
2018,28 Tamaulipas,002 Aldama,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2018,28 Tamaulipas,002 Aldama,Sector 51 Información en medios masivos,,,,,,,
2018,28 Tamaulipas,002 Aldama,Sector 52 Servicios financieros y de seguros,30,12.005,4.331,7.674,0.41,0.409,2.257
2018,28 Tamaulipas,002 Aldama,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,13,0.857,0.37,0.487,0,0,9.952
2018,28 Tamaulipas,002 Aldama,"Sector 54 Servicios profesionales, científicos y técnicos",40,4.929,0.807,4.122,0.172,0.17,4.759
2018,28 Tamaulipas,002 Aldama,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",65,2.348,19.197,-16.849,0.119,0.12,6.383
2018,28 Tamaulipas,002 Aldama,Sector 61 Servicios educativos,50,3.505,0.371,3.134,0.13,0.128,6.466
2018,28 Tamaulipas,002 Aldama,Sector 62 Servicios de salud y de asistencia social,70,8.912,4.026,4.886,0.586,0.587,8.732
2018,28 Tamaulipas,002 Aldama,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",12,0.957,0.46,0.497,0.552,0.552,2.892
2018,28 Tamaulipas,002 Aldama,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,308,78.134,42.119,36.015,7.502,7.489,36.465
2018,28 Tamaulipas,002 Aldama,Sector 81 Otros servicios excepto actividades gubernamentales,308,36.64,16.757,19.883,10.848,10.878,41.593
2018,28 Tamaulipas,003 Altamira,Total municipal,57332,136186.419,91406.278,44780.141,1954.074,2132.326,43711.672
2018,28 Tamaulipas,003 Altamira,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",881,90.415,58.177,32.238,0.818,0.818,26.054
2018,28 Tamaulipas,003 Altamira,Sector 21 Minería,,,,,,,
2018,28 Tamaulipas,003 Altamira,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,003 Altamira,Sector 23 Construcción,1362,464.468,286.358,178.11,-5.451,-4.88,189.002
2018,28 Tamaulipas,003 Altamira,Sector 31-33 Industrias manufactureras,19175,117978.532,83189.217,34789.315,1516.055,1618.03,34153.092
2018,28 Tamaulipas,003 Altamira,Sector 43 Comercio al por mayor,4027,2734.502,808.289,1926.213,153.981,243.726,1386.006
2018,28 Tamaulipas,003 Altamira,Sector 46 Comercio al por menor,8944,2773.069,985.76,1787.309,79.155,64.542,1004.826
2018,28 Tamaulipas,003 Altamira,"Sector 48-49 Transportes, correos y almacenamiento",7611,5031.411,2900.34,2131.071,73.599,75.153,3022.182
2018,28 Tamaulipas,003 Altamira,Sector 51 Información en medios masivos,,,,,,,
2018,28 Tamaulipas,003 Altamira,Sector 52 Servicios financieros y de seguros,238,128.254,79.33,48.924,0.338,0.338,12.082
2018,28 Tamaulipas,003 Altamira,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,479,309.88,181.844,128.036,18.819,18.737,199.508
2018,28 Tamaulipas,003 Altamira,"Sector 54 Servicios profesionales, científicos y técnicos",1344,351.349,62.727,288.622,0.488,0.482,70.943
2018,28 Tamaulipas,003 Altamira,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",4287,2240.379,530.995,1709.384,1.364,1.035,308.893
2018,28 Tamaulipas,003 Altamira,Sector 61 Servicios educativos,1573,515.963,136.872,379.091,27.328,27.362,475.432
2018,28 Tamaulipas,003 Altamira,Sector 62 Servicios de salud y de asistencia social,540,114.753,48.168,66.585,2.623,2.531,174.635
2018,28 Tamaulipas,003 Altamira,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",245,33.227,11.464,21.763,8.549,8.351,48.672
2018,28 Tamaulipas,003 Altamira,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3053,736.865,427.499,309.366,15.559,15.211,375.326
2018,28 Tamaulipas,003 Altamira,Sector 81 Otros servicios excepto actividades gubernamentales,2637,450.548,217.41,233.138,5.269,5.329,293.264
2018,28 Tamaulipas,004 Antiguo Morelos,Total municipal,448,243.625,99.334,144.291,18.456,17.448,44.706
2018,28 Tamaulipas,004 Antiguo Morelos,Sector 21 Minería,,,,,,,
2018,28 Tamaulipas,004 Antiguo Morelos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,004 Antiguo Morelos,Sector 31-33 Industrias manufactureras,89,193.084,73.685,119.399,2.576,2.594,9.048
2018,28 Tamaulipas,004 Antiguo Morelos,Sector 43 Comercio al por mayor,,,,,,,
2018,28 Tamaulipas,004 Antiguo Morelos,Sector 46 Comercio al por menor,184,19.119,7.088,12.031,11.645,10.647,16.265
2018,28 Tamaulipas,004 Antiguo Morelos,Sector 52 Servicios financieros y de seguros,,,,,,,
2018,28 Tamaulipas,004 Antiguo Morelos,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2018,28 Tamaulipas,004 Antiguo Morelos,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2018,28 Tamaulipas,004 Antiguo Morelos,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2018,28 Tamaulipas,004 Antiguo Morelos,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2018,28 Tamaulipas,004 Antiguo Morelos,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2018,28 Tamaulipas,004 Antiguo Morelos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,72,6.433,4.161,2.272,2.362,2.354,4.961
2018,28 Tamaulipas,004 Antiguo Morelos,Sector 81 Otros servicios excepto actividades gubernamentales,47,3.775,1.848,1.927,1.815,1.815,2.042
2018,28 Tamaulipas,005 Burgos,Total municipal,171,23.64,7.235,16.405,-0.861,0.099,15.586
2018,28 Tamaulipas,005 Burgos,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,005 Burgos,Sector 31-33 Industrias manufactureras,17,3.26,1.94,1.32,-0.028,0,0.864
2018,28 Tamaulipas,005 Burgos,Sector 43 Comercio al por mayor,,,,,,,
2018,28 Tamaulipas,005 Burgos,Sector 46 Comercio al por menor,99,13.91,2.824,11.086,-0.793,0.01,10.696
2018,28 Tamaulipas,005 Burgos,Sector 52 Servicios financieros y de seguros,,,,,,,
2018,28 Tamaulipas,005 Burgos,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2018,28 Tamaulipas,005 Burgos,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,,,,,,,
2018,28 Tamaulipas,005 Burgos,Sector 81 Otros servicios excepto actividades gubernamentales,25,2.779,1.263,1.516,-0.013,0.027,1.098
2018,28 Tamaulipas,006 Bustamante,Total municipal,124,10.6,3.669,6.931,-0.086,0.05,5.473
2018,28 Tamaulipas,006 Bustamante,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,006 Bustamante,Sector 31-33 Industrias manufactureras,23,3.66,1.93,1.73,0.01,0.016,0.844
2018,28 Tamaulipas,006 Bustamante,Sector 43 Comercio al por mayor,,,,,,,
2018,28 Tamaulipas,006 Bustamante,Sector 46 Comercio al por menor,60,3.623,0.68,2.943,-0.059,0.034,2.286
2018,28 Tamaulipas,006 Bustamante,Sector 51 Información en medios masivos,,,,,,,
2018,28 Tamaulipas,006 Bustamante,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2018,28 Tamaulipas,006 Bustamante,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2018,28 Tamaulipas,006 Bustamante,Sector 61 Servicios educativos,,,,,,,
2018,28 Tamaulipas,006 Bustamante,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2018,28 Tamaulipas,006 Bustamante,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,8,0.742,0.461,0.281,-0.001,0,1.207
2018,28 Tamaulipas,006 Bustamante,Sector 81 Otros servicios excepto actividades gubernamentales,10,0.277,0.137,0.14,-0.001,0,0.347
2018,28 Tamaulipas,007 Camargo,Total municipal,1831,447.498,199.669,247.829,27.964,20.391,402.13
2018,28 Tamaulipas,007 Camargo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",144,23.568,11.496,12.072,0,0,10.692
2018,28 Tamaulipas,007 Camargo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,007 Camargo,Sector 23 Construcción,38,13.313,10.045,3.268,0.03,0.03,2.13
2018,28 Tamaulipas,007 Camargo,Sector 31-33 Industrias manufactureras,163,56.655,30.387,26.268,0.006,0.001,18.603
2018,28 Tamaulipas,007 Camargo,Sector 43 Comercio al por mayor,52,24.019,2.092,21.927,-1.634,0,25.342
2018,28 Tamaulipas,007 Camargo,Sector 46 Comercio al por menor,552,127.008,39.837,87.171,21.357,12.323,92.872
2018,28 Tamaulipas,007 Camargo,"Sector 48-49 Transportes, correos y almacenamiento",133,66.278,37.088,29.19,0.029,0.031,144.267
2018,28 Tamaulipas,007 Camargo,Sector 51 Información en medios masivos,,,,,,,
2018,28 Tamaulipas,007 Camargo,Sector 52 Servicios financieros y de seguros,15,7.624,5.158,2.466,0,0,1.798
2018,28 Tamaulipas,007 Camargo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,11,0.657,0.326,0.331,0,0,5.635
2018,28 Tamaulipas,007 Camargo,"Sector 54 Servicios profesionales, científicos y técnicos",32,3.498,1.143,2.355,0,0,3.639
2018,28 Tamaulipas,007 Camargo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",8,1.107,0.468,0.639,0,0,1.511
2018,28 Tamaulipas,007 Camargo,Sector 61 Servicios educativos,,,,,,,
2018,28 Tamaulipas,007 Camargo,Sector 62 Servicios de salud y de asistencia social,132,20.282,7.204,13.078,0.005,0,14.126
2018,28 Tamaulipas,007 Camargo,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",8,1.156,0.597,0.559,0,0,2.577
2018,28 Tamaulipas,007 Camargo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,265,55.877,29.579,26.298,0,0,24.536
2018,28 Tamaulipas,007 Camargo,Sector 81 Otros servicios excepto actividades gubernamentales,220,29.591,13.42,16.171,-0.002,-0.003,19.489
2018,28 Tamaulipas,008 Casas,Total municipal,65,9.432,1.436,7.996,-0.036,0.01,6.402
2018,28 Tamaulipas,008 Casas,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,
2018,28 Tamaulipas,008 Casas,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,008 Casas,Sector 43 Comercio al por mayor,,,,,,,
2018,28 Tamaulipas,008 Casas,Sector 46 Comercio al por menor,21,2.625,0.162,2.463,-0.044,-0.02,2.14
2018,28 Tamaulipas,008 Casas,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,,,,,,,
2018,28 Tamaulipas,008 Casas,Sector 81 Otros servicios excepto actividades gubernamentales,,,,,,,
2018,28 Tamaulipas,009 Ciudad Madero,Total municipal,33691,109208.199,89800.794,19407.405,8895.668,8773.399,29740.191
2018,28 Tamaulipas,009 Ciudad Madero,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",66,17.921,9.199,8.722,0.051,0.051,10.021
2018,28 Tamaulipas,009 Ciudad Madero,Sector 23 Construcción,1100,442.729,287.656,155.073,-3.87,-4.312,237.389
2018,28 Tamaulipas,009 Ciudad Madero,Sector 31-33 Industrias manufactureras,6647,93921.127,85827.467,8093.66,8284.479,8146.678,17764.891
2018,28 Tamaulipas,009 Ciudad Madero,Sector 43 Comercio al por mayor,875,5809.883,311.923,5497.96,6.081,19.933,705.424
2018,28 Tamaulipas,009 Ciudad Madero,Sector 46 Comercio al por menor,7697,2942.067,800.132,2141.935,82.983,87.382,1424.367
2018,28 Tamaulipas,009 Ciudad Madero,"Sector 48-49 Transportes, correos y almacenamiento",3092,2908.229,959.156,1949.073,500.502,498.845,8218.191
2018,28 Tamaulipas,009 Ciudad Madero,Sector 51 Información en medios masivos,101,71.928,14.707,57.221,0.072,0.072,18.409
2018,28 Tamaulipas,009 Ciudad Madero,Sector 52 Servicios financieros y de seguros,380,210.248,139.076,71.172,4.31,3.183,24.962
2018,28 Tamaulipas,009 Ciudad Madero,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,614,273.658,157.542,116.116,-1.219,-1.405,291.003
2018,28 Tamaulipas,009 Ciudad Madero,"Sector 54 Servicios profesionales, científicos y técnicos",559,116.915,103.562,13.353,0.485,0.482,55.715
2018,28 Tamaulipas,009 Ciudad Madero,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2035,380.018,150.682,229.336,4.947,4.801,91.235
2018,28 Tamaulipas,009 Ciudad Madero,Sector 61 Servicios educativos,2077,268.417,81.972,186.445,0.355,0.577,116.913
2018,28 Tamaulipas,009 Ciudad Madero,Sector 62 Servicios de salud y de asistencia social,1139,175.844,76.733,99.111,0.106,0.28,110.05
2018,28 Tamaulipas,009 Ciudad Madero,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",369,192.64,43.234,149.406,0.756,0.759,18.85
2018,28 Tamaulipas,009 Ciudad Madero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4537,1124.232,659.697,464.535,13.101,13.508,461.958
2018,28 Tamaulipas,009 Ciudad Madero,Sector 81 Otros servicios excepto actividades gubernamentales,2403,352.343,178.056,174.287,2.529,2.565,190.813
2018,28 Tamaulipas,010 Cruillas,Total municipal,49,5.09,1.616,3.474,0.253,0.131,7.511
2018,28 Tamaulipas,010 Cruillas,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,010 Cruillas,Sector 31-33 Industrias manufactureras,,,,,,,
2018,28 Tamaulipas,010 Cruillas,Sector 43 Comercio al por mayor,,,,,,,
2018,28 Tamaulipas,010 Cruillas,Sector 46 Comercio al por menor,30,1.797,0.922,0.875,0.256,0.12,6.284
2018,28 Tamaulipas,010 Cruillas,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,,,,,,,
2018,28 Tamaulipas,010 Cruillas,Sector 81 Otros servicios excepto actividades gubernamentales,6,0.545,0.268,0.277,0,0,0
2018,28 Tamaulipas,011 Gómez Farías,Total municipal,510,179.81,96.737,83.073,1.748,-0.048,81.625
2018,28 Tamaulipas,011 Gómez Farías,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,
2018,28 Tamaulipas,011 Gómez Farías,Sector 31-33 Industrias manufactureras,268,156.446,86.365,70.081,0.758,-0.233,48.348
2018,28 Tamaulipas,011 Gómez Farías,Sector 43 Comercio al por mayor,,,,,,,
2018,28 Tamaulipas,011 Gómez Farías,Sector 46 Comercio al por menor,113,14.254,2.82,11.434,0.927,0.126,10.976
2018,28 Tamaulipas,011 Gómez Farías,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2018,28 Tamaulipas,011 Gómez Farías,Sector 52 Servicios financieros y de seguros,,,,,,,
2018,28 Tamaulipas,011 Gómez Farías,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2018,28 Tamaulipas,011 Gómez Farías,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2018,28 Tamaulipas,011 Gómez Farías,Sector 62 Servicios de salud y de asistencia social,,,,,,,
2018,28 Tamaulipas,011 Gómez Farías,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2018,28 Tamaulipas,011 Gómez Farías,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,59,7.067,3.941,3.126,0.063,0.059,9.196
2018,28 Tamaulipas,011 Gómez Farías,Sector 81 Otros servicios excepto actividades gubernamentales,,,,,,,
2018,28 Tamaulipas,012 González,Total municipal,5139,1534.484,803.531,730.953,32.674,10.835,741.892
2018,28 Tamaulipas,012 González,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",72,3.256,1.741,1.515,0.015,0.015,1.842
2018,28 Tamaulipas,012 González,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,012 González,Sector 31-33 Industrias manufactureras,767,250.941,188.614,62.327,2.07,1.498,97.441
2018,28 Tamaulipas,012 González,Sector 43 Comercio al por mayor,526,382.882,207.468,175.414,28.382,7.846,196.414
2018,28 Tamaulipas,012 González,Sector 46 Comercio al por menor,1641,294.485,94.285,200.2,10.967,10.184,253.929
2018,28 Tamaulipas,012 González,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2018,28 Tamaulipas,012 González,Sector 51 Información en medios masivos,,,,,,,
2018,28 Tamaulipas,012 González,Sector 52 Servicios financieros y de seguros,,,,,,,
2018,28 Tamaulipas,012 González,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,16,3.755,1.866,1.889,0.5,0.5,19.011
2018,28 Tamaulipas,012 González,"Sector 54 Servicios profesionales, científicos y técnicos",64,9.731,3.81,5.921,0.019,0.028,3.371
2018,28 Tamaulipas,012 González,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",755,361.03,183.354,177.676,-9.683,-9.675,48.048
2018,28 Tamaulipas,012 González,Sector 61 Servicios educativos,33,2.495,0.469,2.026,0,0,0.381
2018,28 Tamaulipas,012 González,Sector 62 Servicios de salud y de asistencia social,93,13.064,7.826,5.238,0.029,0.025,22.111
2018,28 Tamaulipas,012 González,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",19,1.504,0.796,0.708,-0.003,0,1.122
2018,28 Tamaulipas,012 González,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,556,75.795,43.821,31.974,0.239,0.288,32.286
2018,28 Tamaulipas,012 González,Sector 81 Otros servicios excepto actividades gubernamentales,476,58.506,29.249,29.257,-0.018,0,27.554
2018,28 Tamaulipas,013 Güémez,Total municipal,531,443.248,196.23,247.018,0.592,1.311,301.993
2018,28 Tamaulipas,013 Güémez,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,
2018,28 Tamaulipas,013 Güémez,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,013 Güémez,Sector 31-33 Industrias manufactureras,13,1.637,0.833,0.804,0,0,0.315
2018,28 Tamaulipas,013 Güémez,Sector 43 Comercio al por mayor,,,,,,,
2018,28 Tamaulipas,013 Güémez,Sector 46 Comercio al por menor,83,30.215,6.098,24.117,1.214,1.064,12.924
2018,28 Tamaulipas,013 Güémez,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2018,28 Tamaulipas,013 Güémez,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,13,1.149,0.695,0.454,0.03,0.03,0.071
2018,28 Tamaulipas,013 Güémez,Sector 81 Otros servicios excepto actividades gubernamentales,213,18.571,6.899,11.672,0,0,14.249
2018,28 Tamaulipas,014 Guerrero,Total municipal,496,97.585,31.263,66.322,-0.699,0.747,100.357
2018,28 Tamaulipas,014 Guerrero,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",130,19.206,10.22,8.986,0.02,0.02,19.602
2018,28 Tamaulipas,014 Guerrero,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,014 Guerrero,Sector 23 Construcción,,,,,,,
2018,28 Tamaulipas,014 Guerrero,Sector 31-33 Industrias manufactureras,23,5.155,3.285,1.87,-0.007,0.012,8.149
2018,28 Tamaulipas,014 Guerrero,Sector 43 Comercio al por mayor,,,,,,,
2018,28 Tamaulipas,014 Guerrero,Sector 46 Comercio al por menor,164,38.848,6.93,31.918,1.019,0.703,44.572
2018,28 Tamaulipas,014 Guerrero,Sector 62 Servicios de salud y de asistencia social,12,1.03,0.353,0.677,0,0,10.663
2018,28 Tamaulipas,014 Guerrero,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,
2018,28 Tamaulipas,014 Guerrero,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,58,8.26,5.407,2.853,0,0,3.851
2018,28 Tamaulipas,014 Guerrero,Sector 81 Otros servicios excepto actividades gubernamentales,68,5.482,1.833,3.649,0.012,0.012,2.871
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Total municipal,2949,686.742,271.819,414.923,13.183,16.48,667.374
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 31-33 Industrias manufactureras,1090,204.6,79.87,124.73,10.369,9.562,56.194
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 43 Comercio al por mayor,227,133.311,60.789,72.522,-7.112,2.116,362.903
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 46 Comercio al por menor,774,180.194,35.117,145.077,8.392,3.286,109.047
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 51 Información en medios masivos,,,,,,,
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 52 Servicios financieros y de seguros,25,42.654,28.54,14.114,0.014,0.015,6.288
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,50,3.687,1.488,2.199,0.517,0.496,26.952
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 54 Servicios profesionales, científicos y técnicos",33,7.278,2.608,4.67,0.07,0.083,7.122
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",14,1.127,0.819,0.308,0.024,0.024,1.547
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 61 Servicios educativos,35,3.281,1.269,2.012,0,0,4.583
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 62 Servicios de salud y de asistencia social,50,6.841,4.143,2.698,0.048,0.054,12.101
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,"Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",26,1.362,0.556,0.806,0.27,0.263,8.322
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,284,49.276,28.839,20.437,0.333,0.326,31.247
2018,28 Tamaulipas,015 Gustavo Díaz Ordaz,Sector 81 Otros servicios excepto actividades gubernamentales,288,39.231,20.206,19.025,0.261,0.255,30.39
2018,28 Tamaulipas,016 Hidalgo,Total municipal,918,192.108,52.816,139.292,2.902,2.721,80.288
2018,28 Tamaulipas,016 Hidalgo,"Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,
2018,28 Tamaulipas,016 Hidalgo,"Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,
2018,28 Tamaulipas,016 Hidalgo,Sector 31-33 Industrias manufactureras,84,15.522,10.625,4.897,0.011,0.013,3.359
2018,28 Tamaulipas,016 Hidalgo,Sector 43 Comercio al por mayor,73,31.633,2.627,29.006,1.504,0.622,18.181
2018,28 Tamaulipas,016 Hidalgo,Sector 46 Comercio al por menor,448,109.462,21.391,88.071,1.285,1.981,34.166
2018,28 Tamaulipas,016 Hidalgo,"Sector 48-49 Transportes, correos y almacenamiento",,,,,,,
2018,28 Tamaulipas,016 Hidalgo,Sector 51 Información en medios masivos,,,,,,,
2018,28 Tamaulipas,016 Hidalgo,Sector 52 Servicios financieros y de seguros,,,,,,,
2018,28 Tamaulipas,016 Hidalgo,Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,,,,,,,
2018,28 Tamaulipas,016 Hidalgo,"Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,
2018,28 Tamaulipas,016 Hidalgo,"Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,
2018,28 Tamaulipas,016 Hidalgo,Sector 61 Servicios educativos,,,,,,,
2018,28 Tamaulipas,016 Hidalgo,Sector 62 Servicios de salud y de asistencia social,23,1.042,0.644,0.398,0.001,0.001,1.911
2018,28 Tamaulipas,016 Hidalgo,Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,140,18.62,10.338,8.282,0.022,0.024,15.617
