Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",826.063,622.141,724.279,677.176
Minería,91136.848,196249.667,112750.974,157400.285
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",33005.317,24149.53,59685.947,78501.78
Construcción,7923.782,4564.675,2514.14,5831.713
Industrias manufactureras,90415.606,144042.105,197968.246,245497.13
Comercio al por mayor,13806.385,14202.363,101721.134,3184.37
Comercio al por menor,30973.511,23696.616,28107.035,38537.54
"Transportes, correos y almacenamiento",64271.371,30666.167,23825.722,35241.99
Información en medios masivos,43874.079,21427.265,139516.812,12250.59
Servicios financieros y de seguros,12872.961,16879.319,22081.933,24402.659
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,4139.877,3041.081,6282.974,5972.649
"Servicios profesionales, científicos y técnicos",2829.289,3452.265,4893.635,1067.55
Dirección y administración de grupos empresariales o corporativos,4029.229,6292.808,6529.517,6032.26
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",4414.297,25485.441,5656.71,7932.362
Servicios educativos,4620.144,5661.121,6197.301,7408.166
Servicios de salud y de asistencia social,3772.486,5247.528,4762.503,5265.94
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",2208.767,3223.107,2160.592,3272.141
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,11533.979,7373.254,14826.86,12527.861
Otros servicios excepto actividades gubernamentales,2695.9,4273.663,6245.526,2651.22
Total,429349.891,540550.1159999998,746451.8399999999,653655.382
