Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.17,0.18,0.2,0.25
Minería,11.51,8.78,5.49,4.29
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",4.57,3.24,2.95,3.34
Construcción,3.61,2.48,2.39,3.23
Industrias manufactureras,43.43,48.24,48.63,46.54
Comercio al por mayor,4.2,4.57,5.63,7.28
Comercio al por menor,5.35,6.11,7.97,9.25
"Transportes, correos y almacenamiento",3.79,3.58,3.58,3.73
Información en medios masivos,4.0,3.87,2.81,2.35
Servicios financieros y de seguros,7.13,5.99,6.03,6.75
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.81,0.65,0.93,0.84
"Servicios profesionales, científicos y técnicos",1.49,1.19,1.34,1.02
Dirección y administración de grupos empresariales o corporativos,1.89,2.44,2.25,2.19
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2.15,2.48,3.07,1.44
Servicios educativos,0.92,1.0,0.91,0.89
Servicios de salud y de asistencia social,0.67,0.78,0.83,1.04
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.43,0.46,0.52,0.49
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.53,2.62,3.21,3.74
Otros servicios excepto actividades gubernamentales,1.36,1.34,1.27,1.34
Total,100.0,100.0,100.0,100.0
