Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.0,0.0,0.0,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,0.0
Construcción,2.754,0.957,28.748,1.468
Industrias manufactureras,219.738,406.925,376.225,1162.209
Comercio al por mayor,19.596,35.611,254.623,74.147
Comercio al por menor,185.941,-2431.708,217.427,199.509
"Transportes, correos y almacenamiento",434.18,468.794,102.522,906.794
Información en medios masivos,0.0,1.625,0.0,0.726
Servicios financieros y de seguros,0.463,0.873,1.445,3.777
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2.682,-1.607,12.039,14.215
"Servicios profesionales, científicos y técnicos",0.658,2.74,5.861,-4.103
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",5.951,15.968,10.59,45.01
Servicios educativos,4.103,16.808,1.023,16.066
Servicios de salud y de asistencia social,1.401,13.528,24.932,6.742
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",-0.004,8.359,6.057,13.007
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,7.657,13.932,24.816,4.642
Otros servicios excepto actividades gubernamentales,2.334,7.397,25.537,19.44
Total,887.454,-1439.7980000000002,1091.845,2463.649
