Actividad económica,A111A_2008,A111A_2013,A111A_2018,A111A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",35.29,34.46,121.87,123.53
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,45.63,81.58,117.0,116.15
Industrias manufactureras,93.99,113.12,103.49,102.77
Comercio al por mayor,67.26,96.06,150.77,100.4
Comercio al por menor,56.59,65.96,77.79,80.66
"Transportes, correos y almacenamiento",112.59,130.06,79.58,140.15
Información en medios masivos,224.94,90.75,260.62,127.59
Servicios financieros y de seguros,38.23,84.38,70.92,79.91
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,36.29,104.31,79.57,73.84
"Servicios profesionales, científicos y técnicos",98.67,168.29,116.4,135.95
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",57.38,79.73,112.41,55.95
Servicios educativos,81.16,53.32,91.21,100.83
Servicios de salud y de asistencia social,41.12,46.57,69.7,81.6
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",50.48,103.66,140.26,92.87
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,49.7,60.1,72.9,71.88
Otros servicios excepto actividades gubernamentales,47.99,37.79,84.43,75.81
Total,100.0,100.0,100.0,100.0
