Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",37.85,38.87,242.66,165.93
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,58.68,119.93,144.52,116.48
Industrias manufactureras,58.36,89.08,83.66,93.63
Comercio al por mayor,103.42,141.77,237.72,116.81
Comercio al por menor,76.04,98.98,100.37,89.39
"Transportes, correos y almacenamiento",172.4,273.56,93.26,174.58
Información en medios masivos,316.46,140.68,559.7,179.86
Servicios financieros y de seguros,55.05,173.13,66.79,103.31
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,72.66,132.1,85.82,83.56
"Servicios profesionales, científicos y técnicos",128.37,149.46,143.61,149.51
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",78.08,101.25,141.0,78.01
Servicios educativos,97.22,86.51,120.1,135.32
Servicios de salud y de asistencia social,53.84,67.31,85.9,89.44
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",72.12,127.79,185.07,93.8
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,64.11,92.99,92.21,81.91
Otros servicios excepto actividades gubernamentales,37.66,46.91,109.24,85.39
Total,100.0,100.0,100.0,100.0
