Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",168.22,-77.3,5590.19,
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,36.16,-1025.02,88.4,222.02
Industrias manufactureras,25.12,-332.17,141.99,84.82
Comercio al por mayor,23.28,-453.44,36.91,101.18
Comercio al por menor,28.94,-180.39,69.03,82.65
"Transportes, correos y almacenamiento",46.12,-2951.19,213.52,138.15
Información en medios masivos,436.39,192.91,382.61,48.69
Servicios financieros y de seguros,275.62,-198.71,54.53,236.78
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,107.72,-306.09,112.6,58.85
"Servicios profesionales, científicos y técnicos",132.2,-201.86,170.27,63.59
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",8.34,-911.44,92.13,57.69
Servicios educativos,165.33,-150.5,71.4,924.54
Servicios de salud y de asistencia social,29.23,-181.22,41.45,81.66
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",56.0,-3014.23,421.75,74.17
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,32.25,-248.54,46.12,78.47
Otros servicios excepto actividades gubernamentales,33.63,-299.38,36.08,138.15
Total,100.0,100.0,100.0,100.0
