Actividad económica,A121A_2008,A121A_2013,A121A_2018,A121A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,0.28,
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,179.23,153.91,167.78,115.07
Industrias manufactureras,91.96,72.82,77.99,87.42
Comercio al por mayor,169.21,211.01,176.77,142.52
Comercio al por menor,129.47,130.82,108.6,102.72
"Transportes, correos y almacenamiento",71.55,52.28,50.13,47.87
Información en medios masivos,82.33,1497.29,1165.24,709.77
Servicios financieros y de seguros,3746.08,3312.35,807.52,528.62
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,113.09,317.76,253.81,190.66
"Servicios profesionales, científicos y técnicos",381.43,413.92,374.16,324.68
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",458.7,376.6,258.13,270.36
Servicios educativos,219.64,104.81,64.86,117.97
Servicios de salud y de asistencia social,214.0,179.35,125.96,115.72
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",168.58,87.81,206.4,117.49
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,213.91,199.5,134.95,94.19
Otros servicios excepto actividades gubernamentales,199.35,181.62,143.64,100.72
Total,100.0,100.0,100.0,100.0
