Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,0.19,
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,84.13,57.86,82.07,89.93
Industrias manufactureras,153.22,73.12,71.75,81.38
Comercio al por mayor,93.09,66.1,80.11,91.91
Comercio al por menor,70.35,49.1,76.08,68.79
"Transportes, correos y almacenamiento",42.53,16.4,20.05,26.56
Información en medios masivos,43.25,199.16,267.04,332.42
Servicios financieros y de seguros,2792.35,643.83,1366.12,1566.4
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,140.17,135.06,167.19,61.3
"Servicios profesionales, científicos y técnicos",131.59,183.77,181.02,169.3
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",190.49,138.43,142.8,167.78
Servicios educativos,74.6,32.25,61.08,83.64
Servicios de salud y de asistencia social,113.11,67.52,83.76,69.9
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",94.04,44.21,109.48,105.77
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,92.24,69.35,90.74,80.07
Otros servicios excepto actividades gubernamentales,56.41,42.92,93.4,71.46
Total,100.0,100.0,100.0,100.0
