Instituto Nacional de Estadística y Geografía,,,,,,,,,,,
INEGI. Censos Económicos 2024. Resultados definitivos,,,,,,,,,,,
Fecha de la consulta: 22/09/2025 01:39:41,,,,,,,,,,,
,,,,,,,,,,,
"Año Censal","Entidad","Municipio","Actividad económica","H001A Personal ocupado total","A111A Producción bruta total (millones de pesos)","A121A Consumo intermedio (millones de pesos)","A131A Valor agregado censal bruto (millones de pesos)","A211A Inversión total (millones de pesos)","A221A Formación bruta de capital fijo (millones de pesos)","Q000A Acervo total de activos fijos (millones de pesos)",
2018,"28 Tamaulipas","033 Río Bravo","Sector 46 Comercio al por menor",6808,2348.930,712.287,1636.643,277.469,256.635,2372.419,
2018,"28 Tamaulipas","033 Río Bravo","Sector 48-49 Transportes, correos y almacenamiento",709,410.617,261.191,149.426,-11.759,-11.776,1042.206,
2018,"28 Tamaulipas","033 Río Bravo","Sector 51 Información en medios masivos",,,,,,,,
2018,"28 Tamaulipas","033 Río Bravo","Sector 52 Servicios financieros y de seguros",216,120.763,67.706,53.057,0.570,0.957,33.587,
2018,"28 Tamaulipas","033 Río Bravo","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",208,35.567,9.841,25.726,1.153,1.140,44.563,
2018,"28 Tamaulipas","033 Río Bravo","Sector 54 Servicios profesionales, científicos y técnicos",176,24.066,8.635,15.431,0.386,0.372,11.331,
2018,"28 Tamaulipas","033 Río Bravo","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",379,117.216,42.180,75.036,11.007,10.957,228.480,
2018,"28 Tamaulipas","033 Río Bravo","Sector 61 Servicios educativos",646,98.070,21.267,76.803,0.108,0.108,14.897,
2018,"28 Tamaulipas","033 Río Bravo","Sector 62 Servicios de salud y de asistencia social",996,152.334,81.489,70.845,8.950,9.197,78.135,
2018,"28 Tamaulipas","033 Río Bravo","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",125,15.314,7.523,7.791,0.121,0.110,417.560,
2018,"28 Tamaulipas","033 Río Bravo","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",1828,412.211,232.816,179.395,6.269,5.879,142.893,
2018,"28 Tamaulipas","033 Río Bravo","Sector 81 Otros servicios excepto actividades gubernamentales",2176,236.814,116.112,120.702,1.959,1.887,102.162,
2018,"28 Tamaulipas","034 San Carlos","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,,
2018,"28 Tamaulipas","034 San Carlos","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","034 San Carlos","Sector 31-33 Industrias manufactureras",21,2.627,1.237,1.390,-0.018,0.000,1.411,
2018,"28 Tamaulipas","034 San Carlos","Sector 43 Comercio al por mayor",7,0.260,0.159,0.101,-0.068,0.000,0.647,
2018,"28 Tamaulipas","034 San Carlos","Sector 46 Comercio al por menor",83,27.304,1.966,25.338,-0.341,0.000,7.600,
2018,"28 Tamaulipas","034 San Carlos","Sector 48-49 Transportes, correos y almacenamiento",,,,,,,,
2018,"28 Tamaulipas","034 San Carlos","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",,,,,,,,
2018,"28 Tamaulipas","034 San Carlos","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",18,1.316,0.704,0.612,0.004,0.000,1.079,
2018,"28 Tamaulipas","034 San Carlos","Sector 81 Otros servicios excepto actividades gubernamentales",11,1.033,0.399,0.634,-0.003,0.000,0.931,
2018,"28 Tamaulipas","035 San Fernando","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1350,79.311,64.175,15.136,0.000,0.000,184.825,
2018,"28 Tamaulipas","035 San Fernando","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","035 San Fernando","Sector 23 Construcción",,,,,,,,
2018,"28 Tamaulipas","035 San Fernando","Sector 31-33 Industrias manufactureras",614,167.469,77.649,89.820,1.299,1.295,75.966,
2018,"28 Tamaulipas","035 San Fernando","Sector 43 Comercio al por mayor",461,359.911,124.781,235.130,-3.382,7.268,231.642,
2018,"28 Tamaulipas","035 San Fernando","Sector 46 Comercio al por menor",1561,374.458,92.226,282.232,13.773,9.783,424.440,
2018,"28 Tamaulipas","035 San Fernando","Sector 48-49 Transportes, correos y almacenamiento",598,2626.235,937.514,1688.721,5.754,5.517,215.519,
2018,"28 Tamaulipas","035 San Fernando","Sector 51 Información en medios masivos",,,,,,,,
2018,"28 Tamaulipas","035 San Fernando","Sector 52 Servicios financieros y de seguros",30,11.615,5.157,6.458,0.000,0.000,0.446,
2018,"28 Tamaulipas","035 San Fernando","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",32,2.951,1.348,1.603,0.000,0.000,6.558,
2018,"28 Tamaulipas","035 San Fernando","Sector 54 Servicios profesionales, científicos y técnicos",71,8.370,2.319,6.051,0.064,0.064,12.966,
2018,"28 Tamaulipas","035 San Fernando","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",202,38.303,9.313,28.990,0.700,0.700,8.018,
2018,"28 Tamaulipas","035 San Fernando","Sector 61 Servicios educativos",477,169.092,84.031,85.061,0.179,0.379,9.527,
2018,"28 Tamaulipas","035 San Fernando","Sector 62 Servicios de salud y de asistencia social",114,11.293,7.450,3.843,0.704,0.751,14.635,
2018,"28 Tamaulipas","035 San Fernando","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",9,0.962,0.649,0.313,0.000,0.000,0.560,
2018,"28 Tamaulipas","035 San Fernando","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",435,71.609,39.789,31.820,0.134,0.175,42.153,
2018,"28 Tamaulipas","035 San Fernando","Sector 81 Otros servicios excepto actividades gubernamentales",663,61.963,33.876,28.087,3.724,3.804,54.220,
2018,"28 Tamaulipas","036 San Nicolás","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","036 San Nicolás","Sector 46 Comercio al por menor",,,,,,,,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",557,107.460,55.903,51.557,0.204,0.204,40.969,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 31-33 Industrias manufactureras",162,17.266,6.753,10.513,2.934,2.933,21.095,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 43 Comercio al por mayor",160,69.986,19.457,50.529,3.505,3.466,49.524,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 46 Comercio al por menor",842,260.589,38.018,222.571,6.689,10.791,250.829,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 48-49 Transportes, correos y almacenamiento",19,11.890,7.261,4.629,0.000,0.000,8.729,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 51 Información en medios masivos",,,,,,,,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 52 Servicios financieros y de seguros",,,,,,,,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",10,1.564,0.911,0.653,0.050,0.050,2.455,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 54 Servicios profesionales, científicos y técnicos",36,7.750,1.710,6.040,0.180,0.180,9.458,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 61 Servicios educativos",40,1.847,0.540,1.307,0.060,0.060,2.455,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 62 Servicios de salud y de asistencia social",45,6.205,3.499,2.706,0.365,0.365,8.445,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",268,49.543,20.732,28.811,1.734,1.716,97.188,
2018,"28 Tamaulipas","037 Soto la Marina","Sector 81 Otros servicios excepto actividades gubernamentales",214,27.864,10.978,16.886,2.859,2.793,27.558,
2018,"28 Tamaulipas","038 Tampico","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1285,1145.935,553.799,592.136,5.949,5.999,256.872,
2018,"28 Tamaulipas","038 Tampico","Sector 21 Minería",,,,,,,,
2018,"28 Tamaulipas","038 Tampico","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","038 Tampico","Sector 23 Construcción",4118,2500.766,1657.200,843.566,38.669,39.473,618.332,
2018,"28 Tamaulipas","038 Tampico","Sector 31-33 Industrias manufactureras",5732,3266.379,2021.200,1245.179,11.385,17.656,527.001,
2018,"28 Tamaulipas","038 Tampico","Sector 43 Comercio al por mayor",4628,2720.077,1130.864,1589.213,77.674,223.593,1100.617,
2018,"28 Tamaulipas","038 Tampico","Sector 46 Comercio al por menor",23495,9206.416,3139.753,6066.663,274.455,356.375,5006.744,
2018,"28 Tamaulipas","038 Tampico","Sector 48-49 Transportes, correos y almacenamiento",3123,2213.094,917.142,1295.952,8.508,8.552,3463.994,
2018,"28 Tamaulipas","038 Tampico","Sector 51 Información en medios masivos",1460,1175.390,485.291,690.099,22.408,22.941,231.494,
2018,"28 Tamaulipas","038 Tampico","Sector 52 Servicios financieros y de seguros",1211,578.427,504.713,73.714,7.837,6.616,95.859,
2018,"28 Tamaulipas","038 Tampico","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",1086,710.606,359.632,350.974,8.816,8.802,814.527,
2018,"28 Tamaulipas","038 Tampico","Sector 54 Servicios profesionales, científicos y técnicos",3422,1042.268,410.516,631.752,6.045,6.227,414.748,
2018,"28 Tamaulipas","038 Tampico","Sector 55 Dirección y administración de grupos empresariales o corporativos",,,,,,,,
2018,"28 Tamaulipas","038 Tampico","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",5484,1974.116,694.405,1279.711,12.421,12.293,205.077,
2018,"28 Tamaulipas","038 Tampico","Sector 61 Servicios educativos",5520,1362.237,530.581,831.656,14.546,15.253,505.139,
2018,"28 Tamaulipas","038 Tampico","Sector 62 Servicios de salud y de asistencia social",4137,1343.085,840.938,502.147,20.329,20.117,658.557,
2018,"28 Tamaulipas","038 Tampico","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",1152,306.823,175.362,131.461,12.063,11.475,389.461,
2018,"28 Tamaulipas","038 Tampico","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",10094,2871.771,1679.702,1192.069,16.764,22.764,1188.772,
2018,"28 Tamaulipas","038 Tampico","Sector 81 Otros servicios excepto actividades gubernamentales",5719,1280.303,665.075,615.228,14.391,10.964,716.429,
2018,"28 Tamaulipas","039 Tula","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","039 Tula","Sector 31-33 Industrias manufactureras",188,35.559,19.967,15.592,0.086,0.084,8.718,
2018,"28 Tamaulipas","039 Tula","Sector 43 Comercio al por mayor",109,68.603,11.745,56.858,3.072,3.408,23.095,
2018,"28 Tamaulipas","039 Tula","Sector 46 Comercio al por menor",835,106.100,20.874,85.226,2.787,1.626,67.826,
2018,"28 Tamaulipas","039 Tula","Sector 48-49 Transportes, correos y almacenamiento",,,,,,,,
2018,"28 Tamaulipas","039 Tula","Sector 51 Información en medios masivos",,,,,,,,
2018,"28 Tamaulipas","039 Tula","Sector 52 Servicios financieros y de seguros",,,,,,,,
2018,"28 Tamaulipas","039 Tula","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",36,0.533,0.262,0.271,0.000,0.000,0.616,
2018,"28 Tamaulipas","039 Tula","Sector 54 Servicios profesionales, científicos y técnicos",16,1.673,0.343,1.330,0.000,0.000,0.564,
2018,"28 Tamaulipas","039 Tula","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",7,0.450,0.280,0.170,0.000,0.000,0.262,
2018,"28 Tamaulipas","039 Tula","Sector 61 Servicios educativos",,,,,,,,
2018,"28 Tamaulipas","039 Tula","Sector 62 Servicios de salud y de asistencia social",56,3.384,1.295,2.089,0.097,0.100,1.661,
2018,"28 Tamaulipas","039 Tula","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",8,0.179,0.141,0.038,0.000,0.000,0.991,
2018,"28 Tamaulipas","039 Tula","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",305,54.038,30.640,23.398,0.012,0.006,22.485,
2018,"28 Tamaulipas","039 Tula","Sector 81 Otros servicios excepto actividades gubernamentales",249,16.422,8.317,8.105,0.394,0.474,8.319,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 23 Construcción",157,130.219,63.779,66.440,-0.140,0.030,8.779,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 31-33 Industrias manufactureras",8678,4306.394,1148.423,3157.971,26.877,26.841,642.463,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 43 Comercio al por mayor",922,581.365,173.931,407.434,207.095,231.553,1271.578,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 46 Comercio al por menor",3126,914.712,167.209,747.503,24.900,25.359,494.668,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 48-49 Transportes, correos y almacenamiento",493,310.267,143.346,166.921,1.695,1.736,270.344,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 51 Información en medios masivos",,,,,,,,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 52 Servicios financieros y de seguros",178,83.503,29.966,53.537,0.468,1.868,17.970,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",90,14.772,4.839,9.933,3.165,3.155,57.098,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 54 Servicios profesionales, científicos y técnicos",167,23.276,6.405,16.871,0.087,0.087,11.633,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",67,10.154,4.577,5.577,0.963,0.963,7.917,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 61 Servicios educativos",470,138.512,41.637,96.875,0.112,0.112,29.699,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 62 Servicios de salud y de asistencia social",289,40.425,16.438,23.987,0.753,0.752,44.672,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",59,6.742,2.689,4.053,0.326,0.326,5.114,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",1048,208.016,115.589,92.427,0.687,0.687,63.275,
2018,"28 Tamaulipas","040 Valle Hermoso","Sector 81 Otros servicios excepto actividades gubernamentales",1469,203.997,102.961,101.036,14.239,15.261,119.067,
2018,"28 Tamaulipas","041 Victoria","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,,
2018,"28 Tamaulipas","041 Victoria","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","041 Victoria","Sector 23 Construcción",2723,1558.098,976.542,581.556,-1.596,-0.677,609.897,
2018,"28 Tamaulipas","041 Victoria","Sector 31-33 Industrias manufactureras",11862,3159.507,1252.027,1907.480,47.451,47.191,1596.437,
2018,"28 Tamaulipas","041 Victoria","Sector 43 Comercio al por mayor",3578,3378.428,591.170,2787.258,171.738,248.732,1482.693,
2018,"28 Tamaulipas","041 Victoria","Sector 46 Comercio al por menor",17780,6313.127,1819.540,4493.587,149.259,145.651,6200.603,
2018,"28 Tamaulipas","041 Victoria","Sector 48-49 Transportes, correos y almacenamiento",4805,2461.664,892.350,1569.314,24.906,33.527,2459.979,
2018,"28 Tamaulipas","041 Victoria","Sector 51 Información en medios masivos",759,446.364,194.361,252.003,8.655,8.768,117.466,
2018,"28 Tamaulipas","041 Victoria","Sector 52 Servicios financieros y de seguros",677,315.727,180.076,135.651,1.581,1.637,39.565,
2018,"28 Tamaulipas","041 Victoria","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",578,88.945,32.163,56.782,-0.733,-1.366,209.185,
2018,"28 Tamaulipas","041 Victoria","Sector 54 Servicios profesionales, científicos y técnicos",1307,285.616,81.282,204.334,1.735,1.863,123.945,
2018,"28 Tamaulipas","041 Victoria","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1914,590.349,135.408,454.941,9.131,11.856,107.777,
2018,"28 Tamaulipas","041 Victoria","Sector 61 Servicios educativos",2949,609.261,140.804,468.457,-7.744,-7.763,439.648,
2018,"28 Tamaulipas","041 Victoria","Sector 62 Servicios de salud y de asistencia social",1957,380.289,169.264,211.025,7.041,6.634,355.862,
2018,"28 Tamaulipas","041 Victoria","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",577,117.965,48.607,69.358,1.553,1.399,263.471,
2018,"28 Tamaulipas","041 Victoria","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",6191,1440.043,880.872,559.171,19.013,14.925,452.081,
2018,"28 Tamaulipas","041 Victoria","Sector 81 Otros servicios excepto actividades gubernamentales",4952,582.606,305.986,276.620,16.687,16.172,408.112,
2018,"28 Tamaulipas","042 Villagrán","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","042 Villagrán","Sector 31-33 Industrias manufactureras",,,,,,,,
2018,"28 Tamaulipas","042 Villagrán","Sector 43 Comercio al por mayor",,,,,,,,
2018,"28 Tamaulipas","042 Villagrán","Sector 46 Comercio al por menor",69,17.382,4.177,13.205,0.076,0.220,7.715,
2018,"28 Tamaulipas","042 Villagrán","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",,,,,,,,
2018,"28 Tamaulipas","042 Villagrán","Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,,
2018,"28 Tamaulipas","042 Villagrán","Sector 62 Servicios de salud y de asistencia social",,,,,,,,
2018,"28 Tamaulipas","042 Villagrán","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",18,2.675,1.511,1.164,0.000,0.000,2.000,
2018,"28 Tamaulipas","042 Villagrán","Sector 81 Otros servicios excepto actividades gubernamentales",10,0.972,0.891,0.081,0.000,0.000,0.344,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6,0.179,0.124,0.055,0.000,0.000,1.528,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 23 Construcción",,,,,,,,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 31-33 Industrias manufactureras",1167,826.833,438.480,388.353,3.340,-0.147,478.315,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 43 Comercio al por mayor",105,25.979,4.529,21.450,-4.117,-0.892,44.177,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 46 Comercio al por menor",601,205.910,56.211,149.699,-3.865,-2.418,74.103,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 48-49 Transportes, correos y almacenamiento",,,,,,,,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 51 Información en medios masivos",9,3.972,2.098,1.874,-0.001,0.019,1.984,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",17,2.102,0.313,1.789,-3.000,-3.000,5.104,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 54 Servicios profesionales, científicos y técnicos",24,1.746,0.720,1.026,0.037,0.037,2.149,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",9,0.814,0.482,0.332,0.046,0.042,1.425,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 61 Servicios educativos",,,,,,,,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 62 Servicios de salud y de asistencia social",70,7.282,4.212,3.070,0.001,0.001,14.864,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",15,1.017,0.602,0.415,0.000,0.000,1.374,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",238,30.655,18.155,12.500,0.101,0.095,12.883,
2018,"28 Tamaulipas","043 Xicoténcatl","Sector 81 Otros servicios excepto actividades gubernamentales",305,24.263,9.307,14.956,0.308,0.307,20.041,
2013,"00 Total Nacional","","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",188566,24682.819,11958.161,12724.658,618.621,622.141,18501.064,
2013,"00 Total Nacional","","Sector 21 Minería",166548,1227609.704,222088.162,1005521.542,196788.299,196249.667,1125854.772,
2013,"00 Total Nacional","","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",220929,453127.127,194600.844,258526.283,25319.751,24149.530,1837797.575,
2013,"00 Total Nacional","","Sector 23 Construcción",569856,346727.279,239082.711,107644.568,5673.818,4564.675,85834.351,
2013,"00 Total Nacional","","Sector 31-33 Industrias manufactureras",5073432,6745772.046,5009666.247,1736105.799,121681.508,144042.105,2154257.963,
2013,"00 Total Nacional","","Sector 43 Comercio al por mayor",1286393,638651.702,253735.112,384916.590,26488.859,14202.363,244477.178,
2013,"00 Total Nacional","","Sector 46 Comercio al por menor",5103255,855006.161,310652.750,544353.411,36923.732,23696.616,567201.742,
2013,"00 Total Nacional","","Sector 48-49 Transportes, correos y almacenamiento",772333,500002.466,307497.393,192505.073,31212.741,30666.167,706934.114,
2013,"00 Total Nacional","","Sector 51 Información en medios masivos",287617,541876.580,378376.467,163500.113,24680.102,21427.265,301733.759,
2013,"00 Total Nacional","","Sector 52 Servicios financieros y de seguros",478776,837013.807,268000.900,569012.907,16919.091,16879.319,119705.034,
2013,"00 Total Nacional","","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",251970,90947.381,50668.375,40279.006,3277.292,3041.081,71329.003,
2013,"00 Total Nacional","","Sector 54 Servicios profesionales, científicos y técnicos",606396,166302.976,87307.110,78995.866,3421.924,3452.265,50004.217,
2013,"00 Total Nacional","","Sector 55 Dirección y administración de grupos empresariales o corporativos",42758,341749.581,84733.204,257016.377,6417.394,6292.808,84393.351,
2013,"00 Total Nacional","","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",1714385,347243.812,107880.485,239363.327,25513.444,25485.441,104807.792,
2013,"00 Total Nacional","","Sector 61 Servicios educativos",759871,140312.838,54053.219,86259.619,5617.870,5661.121,77079.911,
2013,"00 Total Nacional","","Sector 62 Servicios de salud y de asistencia social",614147,109142.914,59395.388,49747.526,5219.261,5247.528,75331.553,
2013,"00 Total Nacional","","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",231579,64803.211,37981.446,26821.765,3262.757,3223.107,69677.720,
2013,"00 Total Nacional","","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",1943437,366225.584,230984.628,135240.956,7276.714,7373.254,271767.964,
2013,"00 Total Nacional","","Sector 81 Otros servicios excepto actividades gubernamentales",1264110,187115.230,91064.225,96051.005,4547.619,4273.663,106037.406,
2013,"28 Tamaulipas","","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",6141,523.232,253.585,269.647,47.703,47.703,657.083,
2013,"28 Tamaulipas","","Sector 21 Minería",,,,,,,,
2013,"28 Tamaulipas","","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",6027,3093.550,707.159,2386.391,269.125,266.171,5167.394,
2013,"28 Tamaulipas","","Sector 23 Construcción",18993,8880.093,5720.102,3159.991,72.833,88.483,3470.158,
2013,"28 Tamaulipas","","Sector 31-33 Industrias manufactureras",233488,273028.104,204276.796,68751.308,3605.655,4779.240,97495.394,
2013,"28 Tamaulipas","","Sector 43 Comercio al por mayor",31309,14429.135,5225.092,9204.043,547.909,362.620,7075.310,
2013,"28 Tamaulipas","","Sector 46 Comercio al por menor",140266,28071.414,9966.361,18105.053,-6332.931,-6954.435,17263.234,
2013,"28 Tamaulipas","","Sector 48-49 Transportes, correos y almacenamiento",39845,23768.457,13136.811,10631.646,2501.516,2428.770,28128.609,
2013,"28 Tamaulipas","","Sector 51 Información en medios masivos",5351,2702.260,1266.528,1435.732,-9.899,3.170,808.920,
2013,"28 Tamaulipas","","Sector 52 Servicios financieros y de seguros",3284,1315.937,405.414,910.523,7.437,9.018,188.525,
2013,"28 Tamaulipas","","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",6600,2021.337,1173.595,847.742,50.292,50.416,1645.143,
2013,"28 Tamaulipas","","Sector 54 Servicios profesionales, científicos y técnicos",11289,3774.911,2559.136,1215.775,42.960,46.518,1590.364,
2013,"28 Tamaulipas","","Sector 55 Dirección y administración de grupos empresariales o corporativos",,,,,,,,
2013,"28 Tamaulipas","","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",30234,6081.492,2149.334,3932.158,61.579,59.029,2745.437,
2013,"28 Tamaulipas","","Sector 61 Servicios educativos",22744,4728.477,1370.945,3357.532,268.559,269.771,2872.490,
2013,"28 Tamaulipas","","Sector 62 Servicios de salud y de asistencia social",16916,2596.282,1233.337,1362.945,96.265,91.989,1817.903,
2013,"28 Tamaulipas","","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",3723,963.543,444.025,519.518,37.985,37.572,733.082,
2013,"28 Tamaulipas","","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",45166,8654.009,5072.532,3581.477,112.957,115.698,4082.192,
2013,"28 Tamaulipas","","Sector 81 Otros servicios excepto actividades gubernamentales",41099,5396.023,2353.600,3042.423,140.521,116.415,2953.122,
2013,"28 Tamaulipas","001 Abasolo","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",268,40.017,10.126,29.891,4.777,4.777,33.311,
2013,"28 Tamaulipas","001 Abasolo","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2013,"28 Tamaulipas","001 Abasolo","Sector 23 Construcción",,,,,,,,
2013,"28 Tamaulipas","001 Abasolo","Sector 31-33 Industrias manufactureras",95,10.562,5.115,5.447,-0.059,-0.066,6.481,
