Instituto Nacional de Estadística y Geografía,,,,,,,,,,,
INEGI. Censos Económicos 2024. Resultados definitivos,,,,,,,,,,,
Fecha de la consulta: 22/09/2025 01:39:41,,,,,,,,,,,
,,,,,,,,,,,
"Año Censal","Entidad","Municipio","Actividad económica","H001A Personal ocupado total","A111A Producción bruta total (millones de pesos)","A121A Consumo intermedio (millones de pesos)","A131A Valor agregado censal bruto (millones de pesos)","A211A Inversión total (millones de pesos)","A221A Formación bruta de capital fijo (millones de pesos)","Q000A Acervo total de activos fijos (millones de pesos)",
2008,"28 Tamaulipas","017 Jaumave","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","017 Jaumave","Sector 23 Construcción",,,,,,,,
2008,"28 Tamaulipas","017 Jaumave","Sector 31-33 Industrias manufactureras",361,129.444,89.085,40.359,5.936,5.934,62.715,
2008,"28 Tamaulipas","017 Jaumave","Sector 43 Comercio al por mayor",37,21.976,0.718,21.258,0.079,0.020,1.104,
2008,"28 Tamaulipas","017 Jaumave","Sector 46 Comercio al por menor",302,19.599,5.622,13.977,0.669,0.378,22.591,
2008,"28 Tamaulipas","017 Jaumave","Sector 48-49 Transportes, correos y almacenamiento",,,,,,,,
2008,"28 Tamaulipas","017 Jaumave","Sector 52 Servicios financieros y de seguros",,,,,,,,
2008,"28 Tamaulipas","017 Jaumave","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",12,1.279,0.724,0.555,0.400,0.400,2.845,
2008,"28 Tamaulipas","017 Jaumave","Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,,
2008,"28 Tamaulipas","017 Jaumave","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",17,1.153,0.799,0.354,0.030,0.030,1.694,
2008,"28 Tamaulipas","017 Jaumave","Sector 62 Servicios de salud y de asistencia social",,,,,,,,
2008,"28 Tamaulipas","017 Jaumave","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,,
2008,"28 Tamaulipas","017 Jaumave","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",122,7.894,5.075,2.819,0.037,0.034,7.843,
2008,"28 Tamaulipas","017 Jaumave","Sector 81 Otros servicios excepto actividades gubernamentales",64,4.726,1.453,3.273,0.051,0.048,2.933,
2008,"28 Tamaulipas","018 Jiménez","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,,
2008,"28 Tamaulipas","018 Jiménez","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","018 Jiménez","Sector 23 Construcción",,,,,,,,
2008,"28 Tamaulipas","018 Jiménez","Sector 31-33 Industrias manufactureras",103,7.605,4.439,3.166,0.111,0.109,7.027,
2008,"28 Tamaulipas","018 Jiménez","Sector 43 Comercio al por mayor",34,9.888,3.401,6.487,1.815,0.018,2.138,
2008,"28 Tamaulipas","018 Jiménez","Sector 46 Comercio al por menor",313,21.911,8.201,13.710,1.600,1.002,25.061,
2008,"28 Tamaulipas","018 Jiménez","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",,,,,,,,
2008,"28 Tamaulipas","018 Jiménez","Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,,
2008,"28 Tamaulipas","018 Jiménez","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,,
2008,"28 Tamaulipas","018 Jiménez","Sector 62 Servicios de salud y de asistencia social",,,,,,,,
2008,"28 Tamaulipas","018 Jiménez","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,,
2008,"28 Tamaulipas","018 Jiménez","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",102,11.460,5.631,5.829,0.000,0.000,2.445,
2008,"28 Tamaulipas","018 Jiménez","Sector 81 Otros servicios excepto actividades gubernamentales",99,3.394,1.540,1.854,0.002,0.001,3.735,
2008,"28 Tamaulipas","019 Llera","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","019 Llera","Sector 31-33 Industrias manufactureras",91,7.392,4.946,2.446,0.014,0.014,4.249,
2008,"28 Tamaulipas","019 Llera","Sector 43 Comercio al por mayor",49,3.672,2.494,1.178,0.106,0.040,0.982,
2008,"28 Tamaulipas","019 Llera","Sector 46 Comercio al por menor",297,19.171,4.872,14.299,1.242,0.400,17.544,
2008,"28 Tamaulipas","019 Llera","Sector 51 Información en medios masivos",,,,,,,,
2008,"28 Tamaulipas","019 Llera","Sector 52 Servicios financieros y de seguros",,,,,,,,
2008,"28 Tamaulipas","019 Llera","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",6,0.134,0.110,0.024,0.000,0.000,0.759,
2008,"28 Tamaulipas","019 Llera","Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,,
2008,"28 Tamaulipas","019 Llera","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",8,0.316,0.107,0.209,0.112,0.112,0.367,
2008,"28 Tamaulipas","019 Llera","Sector 62 Servicios de salud y de asistencia social",26,0.621,0.385,0.236,0.046,0.046,1.645,
2008,"28 Tamaulipas","019 Llera","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,,
2008,"28 Tamaulipas","019 Llera","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",100,7.263,5.305,1.958,0.134,0.128,3.390,
2008,"28 Tamaulipas","019 Llera","Sector 81 Otros servicios excepto actividades gubernamentales",92,2.254,1.411,0.843,0.055,0.039,4.223,
2008,"28 Tamaulipas","020 Mainero","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","020 Mainero","Sector 31-33 Industrias manufactureras",,,,,,,,
2008,"28 Tamaulipas","020 Mainero","Sector 43 Comercio al por mayor",,,,,,,,
2008,"28 Tamaulipas","020 Mainero","Sector 46 Comercio al por menor",14,0.557,0.152,0.405,0.016,0.000,0.382,
2008,"28 Tamaulipas","020 Mainero","Sector 62 Servicios de salud y de asistencia social",,,,,,,,
2008,"28 Tamaulipas","020 Mainero","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,,
2008,"28 Tamaulipas","020 Mainero","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",,,,,,,,
2008,"28 Tamaulipas","020 Mainero","Sector 81 Otros servicios excepto actividades gubernamentales",,,,,,,,
2008,"28 Tamaulipas","021 El Mante","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",45,21.823,5.713,16.110,-0.094,0.006,1.552,
2008,"28 Tamaulipas","021 El Mante","Sector 21 Minería",,,,,,,,
2008,"28 Tamaulipas","021 El Mante","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","021 El Mante","Sector 23 Construcción",663,140.600,96.043,44.557,6.562,5.439,95.833,
2008,"28 Tamaulipas","021 El Mante","Sector 31-33 Industrias manufactureras",2107,691.265,538.835,152.430,1.609,1.680,296.350,
2008,"28 Tamaulipas","021 El Mante","Sector 43 Comercio al por mayor",1457,601.377,220.385,380.992,32.233,13.237,256.271,
2008,"28 Tamaulipas","021 El Mante","Sector 46 Comercio al por menor",6386,713.825,268.436,445.389,82.011,28.374,375.677,
2008,"28 Tamaulipas","021 El Mante","Sector 48-49 Transportes, correos y almacenamiento",527,124.216,78.349,45.867,6.738,7.224,210.922,
2008,"28 Tamaulipas","021 El Mante","Sector 51 Información en medios masivos",66,25.776,15.479,10.297,3.174,3.174,44.056,
2008,"28 Tamaulipas","021 El Mante","Sector 52 Servicios financieros y de seguros",124,41.216,12.005,29.211,0.299,0.091,4.425,
2008,"28 Tamaulipas","021 El Mante","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",121,7.935,4.654,3.281,0.046,0.061,10.905,
2008,"28 Tamaulipas","021 El Mante","Sector 54 Servicios profesionales, científicos y técnicos",444,35.756,10.889,24.867,0.257,0.258,15.778,
2008,"28 Tamaulipas","021 El Mante","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",230,22.849,10.054,12.795,1.627,1.629,8.840,
2008,"28 Tamaulipas","021 El Mante","Sector 61 Servicios educativos",481,39.284,9.575,29.709,0.073,0.073,27.031,
2008,"28 Tamaulipas","021 El Mante","Sector 62 Servicios de salud y de asistencia social",500,35.570,14.731,20.839,0.782,0.726,22.810,
2008,"28 Tamaulipas","021 El Mante","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",183,18.053,6.588,11.465,0.592,0.572,21.142,
2008,"28 Tamaulipas","021 El Mante","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",1853,197.954,104.011,93.943,1.473,1.416,88.380,
2008,"28 Tamaulipas","021 El Mante","Sector 81 Otros servicios excepto actividades gubernamentales",1813,106.698,42.522,64.176,2.111,1.848,105.164,
2008,"28 Tamaulipas","022 Matamoros","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1517,114.822,28.838,85.984,0.006,0.006,69.559,
2008,"28 Tamaulipas","022 Matamoros","Sector 21 Minería",,,,,,,,
2008,"28 Tamaulipas","022 Matamoros","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","022 Matamoros","Sector 23 Construcción",6531,2574.450,1749.338,825.112,59.987,49.326,450.104,
2008,"28 Tamaulipas","022 Matamoros","Sector 31-33 Industrias manufactureras",61210,20708.916,10254.643,10454.273,871.759,578.560,5824.969,
2008,"28 Tamaulipas","022 Matamoros","Sector 43 Comercio al por mayor",3781,1204.749,545.281,659.468,62.128,46.129,839.905,
2008,"28 Tamaulipas","022 Matamoros","Sector 46 Comercio al por menor",20233,2764.396,1226.553,1537.843,191.643,156.921,2000.226,
2008,"28 Tamaulipas","022 Matamoros","Sector 48-49 Transportes, correos y almacenamiento",2616,1065.580,557.091,508.489,151.259,150.060,1151.954,
2008,"28 Tamaulipas","022 Matamoros","Sector 51 Información en medios masivos",961,417.755,285.712,132.043,7.896,7.397,172.148,
2008,"28 Tamaulipas","022 Matamoros","Sector 52 Servicios financieros y de seguros",524,124.083,66.425,57.658,1.332,0.366,24.184,
2008,"28 Tamaulipas","022 Matamoros","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",927,652.379,495.432,156.947,1.294,1.965,191.470,
2008,"28 Tamaulipas","022 Matamoros","Sector 54 Servicios profesionales, científicos y técnicos",1554,360.443,139.148,221.295,2.733,2.725,105.183,
2008,"28 Tamaulipas","022 Matamoros","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",6206,647.956,180.896,467.060,22.696,22.727,111.230,
2008,"28 Tamaulipas","022 Matamoros","Sector 61 Servicios educativos",2362,237.923,59.937,177.986,3.677,3.568,145.628,
2008,"28 Tamaulipas","022 Matamoros","Sector 62 Servicios de salud y de asistencia social",2566,393.594,191.282,202.312,12.375,11.809,269.107,
2008,"28 Tamaulipas","022 Matamoros","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",673,102.389,47.466,54.923,1.072,1.077,97.990,
2008,"28 Tamaulipas","022 Matamoros","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",7249,1076.879,594.368,482.511,13.065,12.972,561.058,
2008,"28 Tamaulipas","022 Matamoros","Sector 81 Otros servicios excepto actividades gubernamentales",6613,576.780,268.680,308.100,10.132,11.440,602.404,
2008,"28 Tamaulipas","023 Méndez","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","023 Méndez","Sector 31-33 Industrias manufactureras",,,,,,,,
2008,"28 Tamaulipas","023 Méndez","Sector 43 Comercio al por mayor",34,5.567,3.304,2.263,0.000,0.000,0.757,
2008,"28 Tamaulipas","023 Méndez","Sector 46 Comercio al por menor",87,4.498,1.482,3.016,0.393,0.000,4.951,
2008,"28 Tamaulipas","023 Méndez","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",,,,,,,,
2008,"28 Tamaulipas","023 Méndez","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",19,0.899,0.455,0.444,0.000,0.000,1.128,
2008,"28 Tamaulipas","023 Méndez","Sector 81 Otros servicios excepto actividades gubernamentales",10,0.432,0.173,0.259,0.001,0.000,0.326,
2008,"28 Tamaulipas","024 Mier","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","024 Mier","Sector 31-33 Industrias manufactureras",154,24.397,12.579,11.818,-0.007,0.000,5.769,
2008,"28 Tamaulipas","024 Mier","Sector 43 Comercio al por mayor",17,0.490,0.124,0.366,0.025,0.000,5.544,
2008,"28 Tamaulipas","024 Mier","Sector 46 Comercio al por menor",236,9.891,4.619,5.272,0.450,0.246,9.747,
2008,"28 Tamaulipas","024 Mier","Sector 51 Información en medios masivos",,,,,,,,
2008,"28 Tamaulipas","024 Mier","Sector 52 Servicios financieros y de seguros",,,,,,,,
2008,"28 Tamaulipas","024 Mier","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",8,0.465,0.240,0.225,0.000,0.000,0.000,
2008,"28 Tamaulipas","024 Mier","Sector 54 Servicios profesionales, científicos y técnicos",15,0.703,0.187,0.516,0.000,0.000,1.079,
2008,"28 Tamaulipas","024 Mier","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,,
2008,"28 Tamaulipas","024 Mier","Sector 61 Servicios educativos",,,,,,,,
2008,"28 Tamaulipas","024 Mier","Sector 62 Servicios de salud y de asistencia social",12,0.248,0.167,0.081,0.000,0.000,0.055,
2008,"28 Tamaulipas","024 Mier","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",13,1.298,0.694,0.604,0.000,0.000,1.200,
2008,"28 Tamaulipas","024 Mier","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",126,11.149,6.812,4.337,0.010,0.010,24.686,
2008,"28 Tamaulipas","024 Mier","Sector 81 Otros servicios excepto actividades gubernamentales",91,3.955,2.201,1.754,0.000,0.000,1.482,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",31,3.406,0.720,2.686,0.075,0.075,1.170,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 23 Construcción",,,,,,,,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 31-33 Industrias manufactureras",292,44.603,25.131,19.472,1.184,1.568,20.003,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 43 Comercio al por mayor",231,63.703,24.950,38.753,11.802,11.736,48.760,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 46 Comercio al por menor",2001,231.551,84.553,146.998,22.955,26.135,165.474,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 48-49 Transportes, correos y almacenamiento",105,49.916,8.568,41.348,0.182,0.182,9.167,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 51 Información en medios masivos",48,4.335,3.728,0.607,0.403,0.403,3.218,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 52 Servicios financieros y de seguros",31,9.714,6.400,3.314,0.000,0.000,2.055,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",117,34.924,25.061,9.863,0.207,0.089,24.909,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 54 Servicios profesionales, científicos y técnicos",127,15.189,5.318,9.871,0.876,0.876,7.202,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",34,1.732,0.734,0.998,0.108,0.108,1.680,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 61 Servicios educativos",179,10.271,5.875,4.396,0.000,0.000,2.971,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 62 Servicios de salud y de asistencia social",242,29.491,11.999,17.492,1.423,1.419,30.255,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",27,1.797,0.914,0.883,0.000,0.000,4.128,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",639,72.205,36.654,35.551,5.183,5.101,127.834,
2008,"28 Tamaulipas","025 Miguel Alemán","Sector 81 Otros servicios excepto actividades gubernamentales",677,47.881,22.894,24.987,1.380,1.393,23.222,
2008,"28 Tamaulipas","026 Miquihuana","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","026 Miquihuana","Sector 31-33 Industrias manufactureras",15,2.321,1.143,1.178,0.007,0.000,0.475,
2008,"28 Tamaulipas","026 Miquihuana","Sector 43 Comercio al por mayor",13,0.300,0.138,0.162,0.022,0.000,1.246,
2008,"28 Tamaulipas","026 Miquihuana","Sector 46 Comercio al por menor",61,1.115,0.464,0.651,0.040,0.005,3.013,
2008,"28 Tamaulipas","026 Miquihuana","Sector 52 Servicios financieros y de seguros",,,,,,,,
2008,"28 Tamaulipas","026 Miquihuana","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,,
2008,"28 Tamaulipas","026 Miquihuana","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",9,0.793,0.686,0.107,0.000,0.000,0.849,
2008,"28 Tamaulipas","026 Miquihuana","Sector 81 Otros servicios excepto actividades gubernamentales",,,,,,,,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 21 Minería",,,,,,,,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 23 Construcción",2458,715.102,465.010,250.092,6.239,2.754,167.401,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 31-33 Industrias manufactureras",21692,7468.895,2611.147,4857.748,382.719,219.738,2244.738,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 43 Comercio al por mayor",2884,1418.933,491.785,927.148,81.312,19.596,494.551,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 46 Comercio al por menor",16527,2735.682,1161.558,1574.124,239.454,185.941,1812.508,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 48-49 Transportes, correos y almacenamiento",10373,6039.011,3141.518,2897.493,433.133,434.180,3633.222,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 51 Información en medios masivos",,,,,,,,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 52 Servicios financieros y de seguros",351,51.596,29.500,22.096,0.950,0.463,11.380,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",626,429.590,295.333,134.257,1.811,2.682,153.367,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 54 Servicios profesionales, científicos y técnicos",1460,299.056,97.131,201.925,0.665,0.658,74.985,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",2921,468.784,96.388,372.396,5.787,5.951,148.544,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 61 Servicios educativos",1416,233.108,64.839,168.269,4.099,4.103,100.257,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 62 Servicios de salud y de asistencia social",2060,227.840,110.791,117.049,1.162,1.401,127.261,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",316,37.899,12.846,25.053,0.021,-0.004,39.670,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",5594,935.168,489.015,446.153,7.231,7.657,558.593,
2008,"28 Tamaulipas","027 Nuevo Laredo","Sector 81 Otros servicios excepto actividades gubernamentales",4669,405.487,188.342,217.145,1.995,2.334,312.281,
2008,"28 Tamaulipas","028 Nuevo Morelos","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","028 Nuevo Morelos","Sector 31-33 Industrias manufactureras",23,0.826,0.411,0.415,0.133,0.141,0.642,
2008,"28 Tamaulipas","028 Nuevo Morelos","Sector 43 Comercio al por mayor",,,,,,,,
2008,"28 Tamaulipas","028 Nuevo Morelos","Sector 46 Comercio al por menor",103,1.337,0.845,0.492,0.364,0.457,3.135,
2008,"28 Tamaulipas","028 Nuevo Morelos","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",,,,,,,,
2008,"28 Tamaulipas","028 Nuevo Morelos","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",24,1.203,0.708,0.495,0.035,0.045,0.624,
2008,"28 Tamaulipas","028 Nuevo Morelos","Sector 81 Otros servicios excepto actividades gubernamentales",,,,,,,,
2008,"28 Tamaulipas","029 Ocampo","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","029 Ocampo","Sector 31-33 Industrias manufactureras",86,6.893,3.746,3.147,-0.001,0.011,2.186,
2008,"28 Tamaulipas","029 Ocampo","Sector 43 Comercio al por mayor",21,4.717,0.618,4.099,0.139,0.000,2.465,
2008,"28 Tamaulipas","029 Ocampo","Sector 46 Comercio al por menor",299,13.403,5.108,8.295,0.298,0.055,12.096,
2008,"28 Tamaulipas","029 Ocampo","Sector 52 Servicios financieros y de seguros",,,,,,,,
2008,"28 Tamaulipas","029 Ocampo","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",13,1.318,0.933,0.385,0.000,0.000,2.843,
2008,"28 Tamaulipas","029 Ocampo","Sector 54 Servicios profesionales, científicos y técnicos",,,,,,,,
2008,"28 Tamaulipas","029 Ocampo","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",29,1.277,0.790,0.487,0.000,0.000,1.354,
2008,"28 Tamaulipas","029 Ocampo","Sector 62 Servicios de salud y de asistencia social",,,,,,,,
2008,"28 Tamaulipas","029 Ocampo","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,,
2008,"28 Tamaulipas","029 Ocampo","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",103,9.363,6.248,3.115,0.015,0.001,2.062,
2008,"28 Tamaulipas","029 Ocampo","Sector 81 Otros servicios excepto actividades gubernamentales",42,2.561,1.471,1.090,-0.002,0.000,1.290,
2008,"28 Tamaulipas","030 Padilla","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,,
2008,"28 Tamaulipas","030 Padilla","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","030 Padilla","Sector 31-33 Industrias manufactureras",88,11.704,8.104,3.600,0.346,0.336,4.990,
2008,"28 Tamaulipas","030 Padilla","Sector 43 Comercio al por mayor",58,6.157,3.627,2.530,0.292,0.286,7.017,
2008,"28 Tamaulipas","030 Padilla","Sector 46 Comercio al por menor",542,30.247,6.733,23.514,3.220,2.747,30.038,
2008,"28 Tamaulipas","030 Padilla","Sector 51 Información en medios masivos",,,,,,,,
2008,"28 Tamaulipas","030 Padilla","Sector 52 Servicios financieros y de seguros",,,,,,,,
2008,"28 Tamaulipas","030 Padilla","Sector 53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles",39,0.412,0.329,0.083,0.205,0.205,2.274,
2008,"28 Tamaulipas","030 Padilla","Sector 54 Servicios profesionales, científicos y técnicos",8,0.499,0.466,0.033,-0.048,-0.048,0.251,
2008,"28 Tamaulipas","030 Padilla","Sector 56 Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",27,0.210,0.112,0.098,0.021,0.021,0.402,
2008,"28 Tamaulipas","030 Padilla","Sector 62 Servicios de salud y de asistencia social",32,1.553,0.827,0.726,0.242,0.240,2.133,
2008,"28 Tamaulipas","030 Padilla","Sector 71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",,,,,,,,
2008,"28 Tamaulipas","030 Padilla","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",225,15.370,7.531,7.839,0.318,0.320,7.230,
2008,"28 Tamaulipas","030 Padilla","Sector 81 Otros servicios excepto actividades gubernamentales",138,4.016,2.863,1.153,0.244,0.238,2.893,
2008,"28 Tamaulipas","031 Palmillas","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","031 Palmillas","Sector 31-33 Industrias manufactureras",15,1.457,0.702,0.755,0.014,0.014,0.689,
2008,"28 Tamaulipas","031 Palmillas","Sector 43 Comercio al por mayor",,,,,,,,
2008,"28 Tamaulipas","031 Palmillas","Sector 46 Comercio al por menor",33,1.001,0.369,0.632,0.012,0.012,1.338,
2008,"28 Tamaulipas","031 Palmillas","Sector 52 Servicios financieros y de seguros",,,,,,,,
2008,"28 Tamaulipas","031 Palmillas","Sector 72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas",12,1.481,0.495,0.986,0.005,0.005,0.745,
2008,"28 Tamaulipas","031 Palmillas","Sector 81 Otros servicios excepto actividades gubernamentales",,,,,,,,
2008,"28 Tamaulipas","032 Reynosa","Sector 11 Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",,,,,,,,
2008,"28 Tamaulipas","032 Reynosa","Sector 21 Minería",,,,,,,,
2008,"28 Tamaulipas","032 Reynosa","Sector 22 Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,,,,,
2008,"28 Tamaulipas","032 Reynosa","Sector 23 Construcción",5580,4009.860,2785.559,1224.301,310.577,268.513,1388.426,
2008,"28 Tamaulipas","032 Reynosa","Sector 31-33 Industrias manufactureras",105397,75365.203,42752.024,32613.179,863.040,709.902,10632.183,
2008,"28 Tamaulipas","032 Reynosa","Sector 43 Comercio al por mayor",5838,2500.881,917.763,1583.118,108.932,41.386,919.407,
2008,"28 Tamaulipas","032 Reynosa","Sector 46 Comercio al por menor",25675,4346.892,1740.175,2606.717,260.303,190.961,2030.458,
2008,"28 Tamaulipas","032 Reynosa","Sector 48-49 Transportes, correos y almacenamiento",2791,1933.984,500.005,1433.979,64.399,64.060,2359.659,
2008,"28 Tamaulipas","032 Reynosa","Sector 51 Información en medios masivos",1482,1316.646,829.900,486.746,23.234,36.826,337.726,
