Actividad económica,A221A_2008,A221A_2013,A221A_2018,A221A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.24,0.04,0.06,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,11.26
Construcción,1.65,1.71,0.26,0.63
Industrias manufactureras,50.57,59.86,83.62,44.3
Comercio al por mayor,4.97,3.38,4.21,4.77
Comercio al por menor,11.7,5.45,4.63,15.67
"Transportes, correos y almacenamiento",14.5,23.65,4.98,12.94
Información en medios masivos,8.82,0.0,0.2,0.0
Servicios financieros y de seguros,0.66,0.02,0.09,0.47
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.5,0.47,0.22,1.04
"Servicios profesionales, científicos y técnicos",0.64,0.27,0.06,0.4
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",0.03,0.56,0.16,0.98
Servicios educativos,2.09,1.85,0.37,3.17
Servicios de salud y de asistencia social,0.86,0.62,0.2,1.23
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.33,0.47,0.18,0.75
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.28,0.92,0.5,1.06
Otros servicios excepto actividades gubernamentales,1.16,0.71,0.25,1.32
Total,100.0,100.0,100.0,100.0
