Actividad económica,A211A_2008,A211A_2013,A211A_2018,A211A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",0.22,0.05,0.06,0.0
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,12.88
Construcción,1.79,2.01,0.26,0.82
Industrias manufactureras,40.79,41.75,86.06,13.57
Comercio al por mayor,9.86,7.17,2.13,5.26
Comercio al por menor,15.85,10.23,4.09,40.44
"Transportes, correos y almacenamiento",13.45,31.42,5.11,15.06
Información en medios masivos,10.89,0.0,0.2,0.0
Servicios financieros y de seguros,0.69,0.03,0.11,0.55
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.45,0.59,0.23,1.19
"Servicios profesionales, científicos y técnicos",0.59,0.34,0.06,0.3
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",0.03,0.71,0.17,1.1
Servicios educativos,1.96,2.26,0.37,3.68
Servicios de salud y de asistencia social,0.81,0.8,0.21,1.74
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.32,0.59,0.19,0.88
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.22,1.19,0.46,1.24
Otros servicios excepto actividades gubernamentales,1.06,0.85,0.29,1.3
Total,100.0,100.0,100.0,100.0
