Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",1.12,0.21,0.82,1.13
Minería,0.0,0.0,0.0,0.0
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",0.0,0.0,0.0,2.22
Construcción,5.66,2.79,1.44,1.77
Industrias manufactureras,30.48,54.38,54.05,53.81
Comercio al por mayor,10.55,7.23,11.07,8.65
Comercio al por menor,14.36,14.05,12.45,13.13
"Transportes, correos y almacenamiento",10.01,7.21,6.58,8.19
Información en medios masivos,5.94,0.15,0.91,0.0
Servicios financieros y de seguros,0.43,1.37,0.25,0.38
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.35,0.5,0.73,1.0
"Servicios profesionales, científicos y técnicos",4.47,0.77,1.15,0.77
Dirección y administración de grupos empresariales o corporativos,0.0,0.0,0.0,0.0
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",4.97,2.96,3.92,0.99
Servicios educativos,3.56,3.09,1.71,1.66
Servicios de salud y de asistencia social,1.05,0.85,0.82,1.35
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",0.61,0.36,0.37,0.37
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.62,2.41,2.45,3.11
Otros servicios excepto actividades gubernamentales,1.82,1.66,1.28,1.47
Total,100.0,100.0,100.0,100.0
