Actividad económica,A131A_2008,A131A_2013,A131A_2018,A131A_2023
"Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",159.48,269.21,22.63,40.22
Minería,,,,
"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",,,,
Construcción,140.21,62.99,69.11,119.98
Industrias manufactureras,132.08,62.87,78.31,70.41
Comercio al por mayor,111.21,65.41,38.42,107.98
Comercio al por menor,108.03,67.36,73.19,90.78
"Transportes, correos y almacenamiento",37.97,14.68,54.89,26.91
Información en medios masivos,36.42,179.51,18.37,143.43
Servicios financieros y de seguros,9786.16,800.46,3357.95,2053.66
Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,151.26,79.76,204.7,141.04
"Servicios profesionales, científicos y técnicos",82.86,96.4,136.78,115.22
Dirección y administración de grupos empresariales o corporativos,,,,
"Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación",165.88,133.33,112.11,212.26
Servicios educativos,130.17,65.86,70.28,72.1
Servicios de salud y de asistencia social,191.19,120.25,102.81,96.88
"Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",251.68,89.59,120.25,219.18
Servicios de alojamiento temporal y de preparación de alimentos y bebidas,155.89,90.05,123.45,122.63
Otros servicios excepto actividades gubernamentales,464.17,149.23,66.78,88.77
Total,100.0,100.0,100.0,100.0
